FID,FACILITY,SADDR,SCITY,SSTATE,SZIP,FCOUNTY,FPHONE,STYPE,LICNO,LICENSEE,CAPACITY,EXPIRES
"160275","Paths","140 East Murphy Street","Madison","NC","27025","Rockingham","(336)427-2562","MHL","MHL-079-130","Rouses Group Home II Inc.",0,12/31/2018
"160297","Reidsville Arts I","231 South Scales Street","Reidsville","NC","27320","Rockingham","(336)342-5533","MHL","MHL-079-115","UMAR Services, Inc.",0,12/31/2018
"140345","Reidsville Arts II","239 S. Scales Street","Reidsville","NC","27320","Rockingham","(336)349-3178","MHL","MHL-079-127","UMAR Services, Inc.",0,12/31/2018
"922447","Remmsco Men's Halfway House","108 North Main Street","Reidsville","NC","27320","Rockingham","(336)342-9504","MHL","MHL-079-001","REMMSCO, Inc.",9,12/31/2018
"942448","Remmsco Women's House","106 North Franklin Street","Reidsville","NC","27320","Rockingham","(336)342-9504","MHL","MHL-079-019","Remmsco, Inc.",6,12/31/2018
"070697","Rockingham County Schools Day Treatment Program","401 Moss Street","Reidsville","NC","27320","Rockingham","(336)634-3984","MHL","MHL-079-117","Youth Haven Services, LLC",0,12/31/2018
"960838","Rouse's Group Home #6","5820 NC Highway 135","Stoneville","NC","27048","Rockingham","(336)908-3307","MHL","MHL-079-047","Rouse's Group Home, Inc.",6,12/31/2018
"960838","Rouse's Group Home #6","5820 NC Highway 135","Stoneville","NC","27048","Rockingham","(336)908-3307","MHL","MHL-079-047","Rouse's Group Home, Inc.",6,12/31/2018
"960838","Rouse's Group Home #6","5820 NC Highway 135","Stoneville","NC","27048","Rockingham","(336)908-3307","MHL","MHL-079-047","Rouse's Group Home, Inc.",6,12/31/2018
"922506","Rouse's Group Homes","5949 NC 135","Stoneville","NC","27048","Rockingham","(336)427-2562","MHL","MHL-079-004","Rouse's Group Home, Inc.",30,12/31/2018
"050441","Smiths Farms","2660 Smith Road","Stoneville","NC","27048","Rockingham","(704)841-3544","MHL","MHL-079-082","United Support Services, Inc.",3,12/31/2018
"140231","The Dove House","911 Berrymore Road","Reidsville","NC","27320","Rockingham","(336)637-8505","MHL","MHL-079-125","Youth Haven Services, LLC",4,12/31/2018
"110740","Vision of Hope","906 Sharpe Avenue","Eden","NC","27288","Rockingham","(336)635-0184","MHL","MHL-079-121","Lillie P. Neal",4,12/31/2018
"971239","Westerly Park Home","229 Cedar Street","Eden","NC","27288","Rockingham","(336)623-5899","MHL","MHL-079-118","Rouse's Group Home II, Inc.",4,12/31/2018
"956253","Woodland Place","1307 Woodland Drive","Reidsville","NC","27320","Rockingham","(336)342-4454","MHL","MHL-079-112","Rouse's Group Home II, Inc.",5,12/31/2018
"922308","(Nazareth Children's Home) Salisbury IOP","165 Mahaley Avenue","Salisbury","NC","28744","Rowan","(704)636-5522","MHL","MHL-080-205","Nazareth Children's Home, Inc.",0,12/31/2018
"070260","A.C.E. Program","1155 Children's Circle","Rockwell","NC","28138","Rowan","(704)279-5556","MHL","MHL-080-173","Nazareth Children's Home",8,12/31/2018
"956918","AACD (Alcohol Abuse Chemical Dependency)","309 N. Main","Salisbury","NC","28144","Rowan","(704)630-0026","MHL","MHL-080-032","Toney Mack Gantt Sr.",0,12/31/2018
"090594","Alternatives Counseling, Inc.","323 North Main Street","Salisbury","NC","28144","Rowan","(704)639-1616","MHL","MHL-080-135","Alternatives Counseling, Inc.",0,12/31/2018
"090594","Alternatives Counseling, Inc.","323 North Main Street","Salisbury","NC","28144","Rowan","(704)639-1616","MHL","MHL-080-135","Alternatives Counseling, Inc.",0,12/31/2018
"120526","Barbara Ann","1914 Glenwood Street","Kannapolis","NC","28083","Rowan","(704)933-4044","MHL","MHL-080-196","RHA Health Services NC, LLC",3,12/31/2018
"990594","Beard Street","1205 Beard Street","Salisbury","NC","28144","Rowan","(704)630-0565","MHL","MHL-080-086","RHA Health Services NC, LLC",3,12/31/2018
"000333","Brentwood","609 Newsome Road","Salisbury","NC","28144","Rowan","(704)636-7121","MHL","MHL-080-096","RHA Health Services NC, LLC",3,12/31/2018
"944604","Cabarrus County Group Home #10","160 Camelot Road","Salisbury","NC","28147","Rowan","(704)855-0004","MHL","MHL-080-169","Cabarrus County Group Homes, Inc.",6,12/31/2018
"920208","Cabarrus County Group Home #5","106 S. Franklin Street","China Grove","NC","28023","Rowan","(704)857-3017","MHL","MHL-080-164","Cabarrus County Group Homes, Inc.",5,12/31/2018
"920873","Cabarrus County Group Home #6","1212 Stanley Street","Salisbury","NC","28144","Rowan","(704)216-2274","MHL","MHL-080-165","Cabarrus County Group Homes, Inc.",5,12/31/2018
"921098","Cabarrus County Group Home #7","125 Shamrock Drive","Salisbury","NC","28144","Rowan","(704)216-2273","MHL","MHL-080-166","Cabarrus County Group Homes, Inc.",5,12/31/2018
"922316","Cabarrus County Group Home #8","1211 North Church Street","Salisbury","NC","28144","Rowan","(704)216-2276","MHL","MHL-080-167","Cabarrus County Group Homes, Inc.",6,12/31/2018
"920351","Cabarrus County Group Home #9","355 Hummingbird Circle","Salisbury","NC","28146","Rowan","(704)279-3564","MHL","MHL-080-168","Cabarrus County Group Homes, Inc.",6,12/31/2018
"100826","Catawba House","3170 Dunns Mountain Road","Salisbury","NC","28146","Rowan","(704)637-5752","MHL","MHL-080-048","RHA Health Services NC, LLC",3,12/31/2018
"011047","Chances Group Home","712 West Fisher Street","Salisbury","NC","28144","Rowan","(704)645-8889","MHL","MHL-080-122","Newpath Youth Services, Inc.",4,12/31/2018
"921662","Cleveland Day Program","211 Roseman Lane","Cleveland","NC","27013","Rowan","(704)278-9681","MHL","MHL-080-019","RHA Health Services NC, LLC",0,12/31/2018
"170024","Comprehensive Care Professionals","210 Craver Avenue","Salisbury","NC","28146","Rowan","(704)870-8067","MHL","MHL-080-209","L.A.S. Learning Playhouse, LLC",3,12/31/2018
"080239","Crescent Academy","1190 Safe Haven Lane","Rockwell","NC","28138","Rowan","(704)279-5556","MHL","MHL-080-200","Nazareth Children's Home, Inc.",0,12/31/2018
"160469","Crescent Academy - Hanford Dole Elementary","465 Choate Road, Mobile Unit #1","Salisbury","NC","28146","Rowan","(704)639-3046","MHL","MHL-080-199","Nazareth Children's Home, Inc.",0,12/31/2018
"150454","Crescent Academy - Henderson Independent","1215 North Main Street, Classroom #104 & 105","Salisbury","NC","28144","Rowan","(704)639-3134","MHL","MHL-080-202","Nazareth Children's Home, Inc.",0,12/31/2018
"110008","Daymark Recovery Services, Inc.","2129 Statesville Boulevard","Salisbury","NC","28147","Rowan","(704)633-3616","MHL","MHL-080-058","Daymark Recovery Services, Inc.",0,12/31/2018
"110008","Daymark Recovery Services, Inc.","2129 Statesville Boulevard","Salisbury","NC","28147","Rowan","(704)633-3616","MHL","MHL-080-058","Daymark Recovery Services, Inc.",0,12/31/2018
"110008","Daymark Recovery Services, Inc.","2129 Statesville Boulevard","Salisbury","NC","28147","Rowan","(704)633-3616","MHL","MHL-080-058","Daymark Recovery Services, Inc.",0,12/31/2018
"170158","Ervin Woods Vocational Center","195 Ervin Woods Drive","Kannapolis","NC","28081","Rowan","(704)925-8041","MHL","MHL-080-208","RHA Health Services NC, LLC",0,12/31/2018
"980474","Ewart Home","5615 Faith Road","Salisbury","NC","28146","Rowan","(704)279-0588","MHL","MHL-080-183","Developmental Disabilities Resources, Inc.",3,12/31/2018
"921843","First Step Counseling","100 East Innes Street-Ste. #2","Salisbury","NC","28144","Rowan","(704)639-9400","MHL","MHL-080-027","First Step Counseling, Inc.",0,12/31/2018
"001251","Fresh Start-Boundary House","426 North Boundary Street","Salisbury","NC","28144","Rowan","(704)637-2109","MHL","MHL-080-101","Newpath Youth Services, Inc.",4,12/31/2018
"160099","Genesis...A New Beginning","625 West Innes Street, Suite 201","Salisbury","NC","28144","Rowan","(704)636-0838","MHL","MHL-080-170","Genesis....A New Beginning, Inc.",0,12/31/2018
"000335","Hickory Lane","208 Hickory Lane","Salisbury","NC","28146","Rowan","(704)633-5438","MHL","MHL-080-097","RHA Health Services NC, LLC",3,12/31/2018
"922107","Laura Springs Road Home","309 Laura Springs Drive","Salisbury","NC","28144","Rowan","(704)278-9681","MHL","MHL-080-006","RHA Health Services NC, LLC",6,12/31/2018
"922261","Myron Place","219 Myron Place","Salisbury","NC","28144","Rowan","(704)278-9681","MHL","MHL-080-005","RHA Health Services NC, LLC",6,12/31/2018
"160128","NSC Behavioral Concepts","1915-1917 West Innes Street , Suite 701","Salisbury","NC","28144","Rowan","(704)603-6156","MHL","MHL-080-203","NSC Behavioral Concepts, LLC",0,12/31/2018
"000328","Newsome Road","615 Newsome Road","Salisbury","NC","28144","Rowan","(704)633-9562","MHL","MHL-080-095","RHA Health Services NC, LLC",3,12/31/2018
"020468","Partee Street","204 Partee Street","Salisbury","NC","28144","Rowan","(704)870-8387","MHL","MHL-080-201","New Vision of the Carolinas, Inc.",3,12/31/2018
"160298","Richard Street","919 Richard Street","Salisbury","NC","28144","Rowan","(980)643-4137","MHL","MHL-080-204","HANDS LLC of Rowan",3,12/31/2018
"922499","Rockwell 1 & 2","Highway 152 East 6330","Rockwell","NC","28138","Rowan","(704)278-9681","MHL","MHL-080-001","RHA Health Services NC, LLC",12,12/31/2018
"011162","Rowan Treatment Associates","448 Jake Alexander Blvd. West","Salisbury","NC","28147","Rowan","(704)645-8539","MHL","MHL-080-211","Maric Healthcare, LLC",0,12/31/2018
"090235","Rowan Vocational Opportunities","2728 Old Concord Road","Salisbury","NC","28146","Rowan","(704)633-6223","MHL","MHL-080-176","Rowan Vocational Opportunities, Inc.",0,12/31/2018
"090235","Rowan Vocational Opportunities","2728 Old Concord Road","Salisbury","NC","28146","Rowan","(704)633-6223","MHL","MHL-080-176","Rowan Vocational Opportunities, Inc.",0,12/31/2018
"150066","S&H Youth and Adult Alcohol and Drug Treatment Services","714 S. Main Street","Salisbury","NC","28144","Rowan","(704)603-8285","MHL","MHL-080-195","S & H Youth and Adult Services, Inc.",0,12/31/2018
"990627","Sedgefield Home","1201 Beard Street","Salisbury","NC","28144","Rowan","(704)630-9022","MHL","MHL-080-087","RHA Health Services NC, LLC",3,12/31/2018
"922601","Smith Street Home","112 Smith Street","Cleveland","NC","27013","Rowan","(704)278-9681","MHL","MHL-080-014","RHA Health Services NC, LLC",6,12/31/2018
"956219","Stokes Ferry Road Home","2602 Stokes Ferry Road","Salisbury","NC","28146","Rowan","(704)636-2040","MHL","MHL-080-210","Monarch",5,12/31/2018
"944370","Stoneridge","222 Union Heights Boulevard","Salisbury","NC","28144","Rowan","(704)278-9681","MHL","MHL-080-034","RHA Health Services NC, LLC",6,12/31/2018
"030216","Swing - Durham Program","7920 Red Road","Rockwell","NC","28138","Rowan","(704)279-5556","MHL","MHL-080-206","Nazareth Children's Home, Inc.",12,12/31/2018
"040181","The Carter House","600 West Innes Street","Salisbury","NC","28144","Rowan","(704)633-1835","MHL","MHL-080-185","RHA Health Services, Inc.",0,12/31/2018
"944401","Timber Ridge Treatment Center","665 Timber Trail","Gold Hill","NC","28071","Rowan","(704)279-1199","MHL","MHL-080-035","Timber Ridge Treatment Center, Inc.",60,12/31/2018
"130207","Cherry Mountain Home","503 South Mountain Road","Bostic","NC","28018","Rutherford","(828)447-2043","MHL","MHL-081-106","VOCA Corporation of North Carolina",3,12/31/2018
"170446","Dawn and Chris McDaniel","1106 Ellenboro Henrietta Road","Ellenboro","NC","28040","Rutherford","(828)589-5061","MHL","MHL-081-123","Universal Mental Health Services, Inc.",2,12/31/2018
"160483","DirectCare Community Based Services-Day Treatment","129 First Street","Forest City","NC","28403","Rutherford","(828)286-4466","MHL","MHL-081-083","DirectCare Community Base Services, LLC",0,12/31/2018
"140405","DirectCare Group Home","106 Orchard Street","Forest City","NC","28043","Rutherford","(828)229-3200","MHL","MHL-081-110","DirectCare Community Base Services, LLC",3,12/31/2018
"160023","DirectCare Group Home #2","135 Michelle Drive","Ellenboro","NC","28040","Rutherford","(828)229-3243","MHL","MHL-081-115","DirectCare Community Base Services, LLC",3,12/31/2018
"160348","FPS-Ellenboro Elementary","813 Piney Mountain Church Road, Classroom 127","Ellenboro","NC","28040","Rutherford","(828)453-8185","MHL","MHL-081-118","Family Preservation Services of North Carolina, Inc.",0,12/31/2018
"160347","FPS-Forest City-Dunbar Elementary","286 Learning Parkway, Classroom #225","Forest City","NC","28043","Rutherford","(828)245-4978","MHL","MHL-081-117","Family Preservation Services of North Carolina, Inc.",0,12/31/2018
"160346","FPS-Rutherfordton Elementary","201 Bob Hardin Road, Classroom #C-4","Rutherfordton","NC","28139","Rutherford","(828)287-3778","MHL","MHL-081-119","Family Preservation Services of North Carolina, Inc.",0,12/31/2018
"160345","FPS-Spindale Elementary","161 North Oak Street, Classroom # A-109","Spindale","NC","28160","Rutherford","(828)286-2861","MHL","MHL-081-116","Family Preservation Services of North Carolina, Inc.",0,12/31/2018
"140352","Family Preservation Services of NC-Parkway Rutherford","356 Charlotte Road","Rutherfordton","NC","28139","Rutherford","(828)288-8773","MHL","MHL-081-105","Family Preservation Services of North Carolina, Inc.",0,12/31/2018
"130507","Golden Years #2","1246 Whitesides Road","Forest City","NC","28043","Rutherford","(828)287-7353","MHL","MHL-081-079","B Business Corporation",3,12/31/2018
"090952","Golden Years #3","350 Oscar Justice Road","Rutherfordton","NC","28139","Rutherford","(828)287-7353","MHL","MHL-081-085","B Business Corporation",3,12/31/2018
"921381","Golden Years #5","1234 Whitesides Road","Forest City","NC","28043","Rutherford","(828)288-4115","MHL","MHL-081-100","B Business Corporation",3,12/31/2018
"120051","Graceland","128 Chantilly Lane","Forest City","NC","28043","Rutherford","(828)247-6071","MHL","MHL-081-098","HomeCare Management Corporation",2,12/31/2018
"000495","Joyful Too","126 Pine Street","Forest City","NC","28043","Rutherford","(828)245-2540","MHL","MHL-081-113","KD Support Services, LLC",6,12/31/2018
"944963","Kelly's Care","2073 Harris-Henrietta Road","Mooresboro","NC","28114","Rutherford","(828)657-4757","MHL","MHL-081-069","K D Support Services",6,12/31/2018
"140232","Kelly's Care #3","133 Keeter Road","Mooresboro","NC","28114","Rutherford","(828)286-0596","MHL","MHL-081-094","KD Support Services, LLC",3,12/31/2018
"160225","Kelly's Care #4","487 West Main Street","Forest City","NC","28043","Rutherford","(828)245-4011","MHL","MHL-081-120","KD Support Services, LLC",4,12/31/2018
"100996","Kelly's Care #7","1998 Harris-Henrietta Road","Mooresboro","NC","28114","Rutherford","(828)657-9737","MHL","MHL-081-104","KD Support Services, LLC",3,12/31/2018
"940476","Kelly's Care #8","1366 Cooper's Gap Road","Rutherfordton","NC","28139","Rutherford","(828)286-4044","MHL","MHL-081-091","KD Support Services, LLC",9,12/31/2018
"920271","Kelly's Care 6","156 US Highway 221-A","Forest City","NC","28043","Rutherford","(828)245-8223","MHL","MHL-081-087","KD Support Services, LLC",6,12/31/2018
"950303","Kelly's Care II","521 Oscar Justice Road","Rutherfordton","NC","28139","Rutherford","(828)245-4011","MHL","MHL-081-076","KD Support Services, LLC",6,12/31/2018
"130023","LaDale Home","472 Sunset Memorial Road","Forest City","NC","28043","Rutherford","(828)429-1956","MHL","MHL-081-054","Universal MH/DD/SAS",3,12/31/2018
"100848","Little Shepherd","275 Clark Road","Rutherfordton","NC","28139","Rutherford","(828)286-1025","MHL","MHL-081-088","VOCA Corporation of NC dba Community Alternatives NC-1",2,12/31/2018
"150324","Magnolia House","190 N. Main Street","Rutherfordton","NC","28139-2502","Rutherford","(828)288-2707","MHL","MHL-081-068","Family Preservation Services of North Carolina, Inc.",0,12/31/2018
"020565","McDaniel  Home","163 Lillians Drive","Lake Lure","NC","28746","Rutherford","(828)625-8064","MHL","MHL-081-073","Universal MH/DD/SAS",2,12/31/2018
"130239","Montgomery Home","265 Beechtree Circle","Rutherfordton","NC","28139","Rutherford","(828)289-0289","MHL","MHL-081-122","Community Alternatives of North Carolina",3,12/31/2018
"922355","Parkland Group Home","188 Parkland Drive","Forest City","NC","28043","Rutherford","(828)245-5667","MHL","MHL-081-011","Monarch",6,12/31/2018
"150334","Peace In The City - House of Hope","265 Old Castle Lane","Forest City","NC","28043","Rutherford","(828)382-0476","MHL","MHL-081-112","Peace in the City",4,12/31/2018
"140127","Peace in the City","724 Thompson Road","Rutherfordton","NC","28139","Rutherford","(828)375-0052","MHL","MHL-081-109","Peace in the City",4,12/31/2018
"150335","Peace in the City-House of Love","795 Spindale Street","Spindale","NC","28160","Rutherford","(828)382-0472","MHL","MHL-081-111","Peace in the City",4,12/31/2018
"060391","Rutherford Life Services","230 Fairground Rd","Spindale","NC","28160","Rutherford","(828)286-4352","MHL","MHL-081-065","Rutherford Life Services, Inc.",0,12/31/2018
"060391","Rutherford Life Services","230 Fairground Rd","Spindale","NC","28160","Rutherford","(828)286-4352","MHL","MHL-081-065","Rutherford Life Services, Inc.",0,12/31/2018
"922725","The Oaks","175 West Main Drive","Forest City","NC","28043","Rutherford","(828)245-9208","MHL","MHL-081-005","Monarch",6,12/31/2018
"070741","Thermal Drive","149 Thermal Drive","Forest City","NC","28043","Rutherford","(828)288-6826","MHL","MHL-081-082","Synergy in Action, Inc.",3,12/31/2018
"942772","Tri-City Group Home","132 Bellvue Street","Forest City","NC","28043","Rutherford","(828)245-2417","MHL","MHL-081-008","Monarch",6,12/31/2018
"955481","VOCA-Rollins Group Home","297 Bob Rollins Road","Forest City","NC","28043","Rutherford","(828)248-1175","MHL","MHL-081-018","VOCA Corporation of North Carolina",6,12/31/2018
"942795","VOCA-Woodland","123 Woodland Drive","Rutherfordton","NC","28139","Rutherford","(828)286-1099","MHL","MHL-081-016","VOCA Corporation of North Carolina",6,12/31/2018
"090923","A Caring Heart Independence Center-Clinton","101 West Elizabeth Street","Clinton","NC","28328","Sampson","(910)590-3200","MHL","MHL-082-092","A Caring Heart Case Management, Inc.",0,12/31/2018
"041588","Candii Homes","404 East Powell Street","Clinton","NC","28328","Sampson","(910)592-4397","MHL","MHL-082-056","Roslina Teel",4,12/31/2018
"100467","Christian's House of Hope, Inc.","3101 Wilmington Highway","Willard","NC","28478","Sampson","(910)532-6366","MHL","MHL-082-083","Christian's House of Hope, Inc.",0,12/31/2018
"080799","Family First Support Center","707 College Street","Clinton","NC","28328-3503","Sampson","(910)592-4507","MHL","MHL-082-088","Family First Support Center, Inc.",0,12/31/2018
"920423","Garland Group Home","168 Herring Avenue","Garland","NC","28441","Sampson","(910)529-2301","MHL","MHL-082-041","Duplin-Sampson Group Homes, Inc.",5,12/31/2018
"100250","Harvest House","1480 Maple Grove Church Road","Dunn","NC","28334","Sampson","(910)567-5020","MHL","MHL-082-082","Tri County Community Health Council, Inc.",0,12/31/2018
"100250","Harvest House","1480 Maple Grove Church Road","Dunn","NC","28334","Sampson","(910)567-5020","MHL","MHL-082-082","Tri County Community Health Council, Inc.",0,12/31/2018
"101161","Harvest House","1470 Maple Grove Church Road","Dunn","NC","28334","Sampson","(910)567-5020","MHL","MHL-082-014","Tri-County Community Health Council, Inc.",10,12/31/2018
"140085","Mercy Care I","508 Royal Lane","Clinton","NC","28328","Sampson","(910)592-5746","MHL","MHL-082-060","Mercy Care, Inc.",4,12/31/2018
"021297","Mercy Care II","3950 Roseboro Highway","Clinton","NC","28328","Sampson","(910)590-2236","MHL","MHL-082-079","Mercy Care, Inc.",4,12/31/2018
"060148","Opportunities Unlimited ADVP","118 County Complex Road Suite 2","Clinton","NC","28328","Sampson","(910)592-5945","MHL","MHL-082-057","Howell Support Services",0,12/31/2018
"921054","Sampson Group Home","300 Jacobs Street","Clinton","NC","28328","Sampson","(910)592-5856","MHL","MHL-082-042","Duplin Sampson Group Homes, Inc.",5,12/31/2018
"942586","Skill Creations of Clinton","223 Forest Trail Drive","Clinton","NC","28328","Sampson","(910)592-0110","MHL","MHL-082-003","Skill Creations, Inc.",15,12/31/2018
"100425","Carolina Outreach Services LLC","122-E Cronley Street","Laurinburg","NC","28352","Scotland","(919)682-5777","MHL","MHL-083-047","Carolina Community Support Services, Inc.",0,12/31/2018
"921672","College Park","1900 Lake Drive","Laurinburg","NC","28352","Scotland","(910)276-0011","MHL","MHL-083-009","RHA Health Services NC, LLC",6,12/31/2018
"041030","Generations Health Services","911 Atkinson Street","Laurinburg","NC","28352","Scotland","(910)291-9909","MHL","MHL-083-033","Agyenim Akuamoah-Boateng",0,12/31/2018
"150184","Graham AFL","6720 Crestline Road","Laurinburg","NC","28352","Scotland","(910)276-3931","MHL","MHL-083-052","RHA Health Services NC, LLC",2,12/31/2018
"120596","Integrated Behavioral Healthcare Services Inc. #1","601 Atkinson Street","Laurinburg","NC","28352","Scotland","(910)276-5101","MHL","MHL-083-041","Chris Dempster",0,12/31/2018
"120596","Integrated Behavioral Healthcare Services Inc. #1","601 Atkinson Street","Laurinburg","NC","28352","Scotland","(910)276-5101","MHL","MHL-083-041","Chris Dempster",0,12/31/2018
"922117","Lee Forest Home","1209 Pellham Drive","Laurinburg","NC","28352","Scotland","(910)844-9664","MHL","MHL-083-007","RHA Health Services NC, LLC",6,12/13/2018
"922615","Maxton Vocational Center","15235 Airport Rd.","Maxton","NC","28364","Scotland","(910)844-9664","MHL","MHL-083-011","RHA Health Services NC, LLC",0,12/31/2018
"030439","Miracle Haven of Wagram","21701 Bundy Street","Wagram","NC","28396","Scotland","(910)369-0531","MHL","MHL-083-031","TT & T Services, Inc.",4,12/31/2018
"030439","Miracle Haven of Wagram","21701 Bundy Street","Wagram","NC","28396","Scotland","(910)369-0531","MHL","MHL-083-031","TT & T Services, Inc.",4,12/31/2018
"160410","Primary Health Choice, Inc.","1777-A South Main Street","Laurinburg","NC","28352","Scotland","(910)277-0001","MHL","MHL-083-055","Primary Health Choice, Inc.",0,12/31/2018
"160410","Primary Health Choice, Inc.","1777-A South Main Street","Laurinburg","NC","28352","Scotland","(910)277-0001","MHL","MHL-083-055","Primary Health Choice, Inc.",0,12/31/2018
"160410","Primary Health Choice, Inc.","1777-A South Main Street","Laurinburg","NC","28352","Scotland","(910)277-0001","MHL","MHL-083-055","Primary Health Choice, Inc.",0,12/31/2018
"011181","Rainbow 66 Storehouse, Inc.","22521 Bunch Road","Laurel Hill","NC","28351","Scotland","(910)462-2264","MHL","MHL-083-029","Rainbow 66 Storehouse, Inc.",3,12/31/2018
"011181","Rainbow 66 Storehouse, Inc.","22521 Bunch Road","Laurel Hill","NC","28351","Scotland","(910)462-2264","MHL","MHL-083-029","Rainbow 66 Storehouse, Inc.",3,12/31/2018
"070276","Rainbow 66 Storehouse, Inc.","603 West Boulevard","Laurinburg","NC","28352","Scotland","(910)266-8702","MHL","MHL-083-037","Rainbow 66 Storehouse, Inc",3,12/31/2018
"170055","Rainbow 66 Storehouse, Inc.","525 Atkinson Street, Suite B","Laurinburg","NC","28352","Scotland","(910)276-0766","MHL","MHL-083-060","Rainbow 66 Storehouse, Inc.",0,12/31/2018
"090458","Sandhills Behavioral Center, Inc.","524 Atkinson Street","Laurinburg","NC","28352","Scotland","(910)266-0092","MHL","MHL-083-056","Sandhills Behavioral Center, Inc.",0,12/31/2018
"090458","Sandhills Behavioral Center, Inc.","524 Atkinson Street","Laurinburg","NC","28352","Scotland","(910)266-0092","MHL","MHL-083-056","Sandhills Behavioral Center, Inc.",0,12/31/2018
"090458","Sandhills Behavioral Center, Inc.","524 Atkinson Street","Laurinburg","NC","28352","Scotland","(910)266-0092","MHL","MHL-083-056","Sandhills Behavioral Center, Inc.",0,12/31/2018
"921068","Scotchfair  #2","13880 Francis Street","Gibson","NC","28343","Scotland","(910)607-4201","MHL","MHL-083-054","RHA Health Services NC, LLC",6,12/31/2018
"921069","Scotchfair #1","1236 Hammond Drive","Laurinburg","NC","28352","Scotland","(910)276-5096","MHL","MHL-083-053","RHA Health Services NC, LLC",6,12/31/2018
"922543","Scotland Forest Home","21760 Andrew J. Hwy","Maxton","NC","28364","Scotland","(910)844-9824","MHL","MHL-083-008","RHA Health Services NC, LLC",6,12/31/2018
"070249","Shining Star Clubhouse","113 John Street","Laurinburg","NC","28352","Scotland","(910)291-9934","MHL","MHL-083-051","RHA Behavioral Health NC LLC",0,12/31/2018
"041615","Sunshine Center","21880 Center Street","Wagram","NC","28396","Scotland","(910)369-0162","MHL","MHL-083-034","Linda M. McLaughlin",3,12/31/2018
"090535","A Unique Perspective","732 Greenwood Street","Albemarle","NC","28001","Stanly","(704)983-2174","MHL","MHL-084-071","Monarch",0,12/31/2018
"921401","A. Jack Wall Group Home","1213 Moss Springs Road","Albemarle","NC","28001","Stanly","(704)983-6696","MHL","MHL-084-017","GHA Autism Supports",6,12/31/2018
"920027","Anderson Road Group Home","207 Anderson Road","Albemarle","NC","28001","Stanly","(704)982-3540","MHL","MHL-084-040","Monarch",5,12/31/2018
"120479","Burress Home","20386 NC Highway 73","Albemarle","NC","28001","Stanly","(704)982-0314","MHL","MHL-084-068","GHA Autism Supports",4,12/31/2018
"010049","Carolina Farms Group Home #1","31719 Herb Farm Circle","Albemarle","NC","28001","Stanly","(704)983-2059","MHL","MHL-084-054","GHA Autism Supports",6,12/31/2018
"030833","Carolina Farms Group Home #2","31713 Herb Farm Circle","Albemarle","NC","28001","Stanly","(704)983-2569","MHL","MHL-084-057","GHA Autism Supports",6,12/31/2018
"031013","Carolina Farms Group Home #3","31711 Herb Farm Circle","Albemarle","NC","28001","Stanly","(704)983-2545","MHL","MHL-084-061","GHA Autism Supports",6,12/31/2018
"160017","Coggins Group Home","235 Coggins Avenue","Albemarle","NC","28001","Stanly","(980)581-8116","MHL","MHL-084-090","Elite Care Services, Inc.",4,12/31/2018
"990891","Cohen House","436 South Main Street","Norwood","NC","28128","Stanly","(704)474-3624","MHL","MHL-084-036","Monarch",4,12/31/2018
"941394","Daymark Recovery Services - Stanly Center","1000-1 North First Street","Albemarle","NC","28001","Stanly","(704)983-2117","MHL","MHL-084-004","Daymark Recovery Services, Inc.",0,12/31/2018
"941394","Daymark Recovery Services - Stanly Center","1000-1 North First Street","Albemarle","NC","28001","Stanly","(704)983-2117","MHL","MHL-084-004","Daymark Recovery Services, Inc.",0,12/31/2018
"941394","Daymark Recovery Services - Stanly Center","1000-1 North First Street","Albemarle","NC","28001","Stanly","(704)983-2117","MHL","MHL-084-004","Daymark Recovery Services, Inc.",0,12/31/2018
"170146","Doby Home","1621 Saunders Lane","Albemarle","NC","28001","Stanly","(704)485-2025","MHL","MHL-084-079","GHA Autism Supports",4,12/31/2018
"960650","Durrett Home","824 Blake Road","Albemarle","NC","28001","Stanly","(704)982-0682","MHL","MHL-084-029","GHA Autism Supports",5,12/31/2018
"944464","East Main Street Group Home","610 East Main Street","Albemarle","NC","28001","Stanly","(704)983-2710","MHL","MHL-084-041","Monarch",6,12/31/2018
"110096","Enlightening Experiences","2000-A West Main Street","Albemarle","NC","28001","Stanly","(704)986-4118","MHL","MHL-084-080","Elite Care Services, Inc.",0,12/31/2018
"150181","GHA Day Services","221-B North Second Street","Albemarle","NC","28001","Stanly","(704)982-9077","MHL","MHL-084-021","GHA Autism Supports",0,12/31/2018
"955629","Gary Cowan Group Home","510 N. Fourth Street","Albemarle","NC","28001","Stanly","(704)983-0999","MHL","MHL-084-022","GHA Autism Supports",6,12/31/2018
"970374","Holbrook Home","112 Linwood Drive","Albemarle","NC","28001","Stanly","(704)983-4806","MHL","MHL-084-030","GHA Autism Supports",3,12/31/2018
"955460","Lafayette Group Home","1100 Lafayette Drive","Albemarle","NC","28001","Stanly","(704)982-3741","MHL","MHL-084-026","Monarch",6,12/31/2018
"100302","Lifespan-Albemarle","233 Montgomery   Ste 1-A","Albemarle","NC","28001","Stanly","(704)986-6376","MHL","MHL-084-034","Lifespan Incorporated",0,12/31/2018
"100302","Lifespan-Albemarle","233 Montgomery   Ste 1-A","Albemarle","NC","28001","Stanly","(704)986-6376","MHL","MHL-084-034","Lifespan Incorporated",0,12/31/2018
