FID,STYPE,FACILITY,FADDR1,FADDR2,FCITY,FSTATE,FZIP,FCOUNTY,FPHONE,FEXTEN,FFAX,OBN1,OBN2,SADDR,SCITY,SSTATE,SZIP,ICF,LICNO,LICENSEE,ODATE,EFFECTIVE,EXPIRES,FULL,SAELIGIBLE,CAPACITY,NFTOTAL,HATOTAL,LTCTOTAL,HTOTAL,TOTALBEDS,HGENLIC,REHABHLIC,PSYLIC,SALIC,DETOXLIC,HOSLIC,RSRCHLIC,OTHRHLIC,ALZLIC,HIVLIC,REHABNLIC,TBILIC,VENLIC,OTHNFLIC,NFGENLIC,HAALZLIC,HAHIVLIC,HAGENLIC,RETIREBEDS,CONCARE,ADCP,HOSPICE,RESPITE,REHAB,HOMECARE,SUBACUBEDS,CONSUBACUT,HCACAT,HOSCAT,NPCAT,NSGSVCS,NSGINTSV,NSGPDSV,IVSV,AIDESV,SWSV,PTSV,OTSV,SPSV,PMSV,DMESV,SPLYSV,NSGPOOL,POOLAIDE,HHASV,HHANO,HOSNO,HPBEDS,HRBEDS,HOSSV,ADMNAME,ADMPHONE,DONNAME,MGMTNAME,MGMTADDR,PARNAME,PARADDR,OWNER,OWNERADDR,HOLDSTYPE
"922601","Mental Health Homes","Smith Street Home","211 Roseman Lane","","Cleveland","NC","27013","Rowan","(704)278-9681","","(704)278-4799","","","112 Smith Street","Cleveland","NC","27013",T,"MHL-080-014","RHA Health Services NC, LLC",06/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Lisa Jones","(704)278-9681","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"942605","Mental Health Homes","Smoky ICF/MR Group Home","PO Box 698","","Franklin","NC","28744","Jackson","(828)586-9277","","(828)369-5758","","","115 Storybook Lane","Sylva","NC","28779",T,"MHL-050-004","Macon Citizens Habilities, Inc.",08/01/1985,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Christi Huff","(828)586-9277","","","","","","Jeannie Garrett","","MHL"
"944882","Mental Health Homes","Southern Avenue Home","2248 Wingate Road","","Fayetteville","NC","28304","Cumberland","(910)424-2121","","(910)424-7045","","","2001 Southern Avenue","Fayetteville","NC","28301",T,"MHL-026-021","RHA Health Services NC, LLC",08/03/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Samantha Scott","(910)424-2121","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922667","Mental Health Homes","Southridge Road","350 Pee Dee Ave., Ste.101","","Albemarle","NC","28001","Guilford","(336)454-1213","","(704)982-5279","","","301 Southridge Road","Jamestown","NC","27282",T,"MHL-041-1018","Monarch",07/01/2011,01/01/2018,12/31/2018,F,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Melissa Hall","(704)986-1500","","","","","","Peggy S Terhune","","MHL"
"945217","Mental Health Homes","Springdale Lane Group Home","905-A North New Hope Road","","Gastonia","NC","28054","Gaston","(704)671-2350","","(704)671-2731","","","934 Springdale Lane","Gastonia","NC","28052",T,"MHL-036-069","Gaston Residential Services- ICF/MR, Inc.",10/17/1994,01/01/2018,12/31/2018,T,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Tonda S Stillwell","(704)861-9280","","The Arc of North Carolina","5509 A West Friendly Avenue Suite 1 Greensboro, NC 27410","","","Rita Thout","","MHL"
"952399","Mental Health Homes","Starnes Group Home","818 Tyvola Road, Suite 104","","Charlotte","NC","28217","Mecklenburg","(704)399-0018","","(704)399-3644","","","2823 Starnes Road","Charlotte","NC","28214",T,"MHL-060-125","Educare Community Living Corporation - North Carolina",02/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Denise Derkowski","(704)777-9830","","","","ResCare"," Louisville, KY","Douglas Russell","","MHL"
"922652","Mental Health Homes","Stem Road Home","2527 E. Lyon Station Rd","","Creedmoor","NC","27522","Granville","(919)528-1266","","(919)528-2971","","","702 Stem Road","Creedmoor","NC","27522",T,"MHL-039-006","RHA Health Services NC, LLC",04/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Carlos Scott","(919)528-2558","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"955748","Mental Health Homes","Stonegate","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)847-8628","","(919)847-8637","","","8609 Stonegate Drive","Raleigh","NC","27615",T,"MHL-092-137","Educare Community Living Corporation - North Carolina",10/19/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Duke Nyabera","(919)387-1011","","","","ResCare Inc","10140 Linn Station Rd., Ronald Geary, Pres. Louisville, KY 40223","Patrick Kelley","","MHL"
"944370","Mental Health Homes","Stoneridge","211 Roseman Lane","","Cleveland","NC","27013","Rowan","(704)278-9681","","(704)278-4799","","","222 Union Heights Boulevard","Salisbury","NC","28144",T,"MHL-080-034","RHA Health Services NC, LLC",11/15/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Lisa Jones","(704)278-9681","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922664","Mental Health Homes","Strawberry House","80 Alliance Drive","","Whiteville","NC","28472","Columbus","(910)654-5355","","(910)642-8039","","","303 North Howard Street","Chadbourn","NC","28431",T,"MHL-024-019","Community Innovations, Inc.",04/10/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Patricia Peterson","(910)654-5355","","","","","","Community Based Care, LLC","315 Wilkesboro Blvd NE, Suite 2A Lenoir, NC 28645","MHL"
"944894","Mental Health Homes","Strickland Bridge Homes A & B","2248 Wingate Rd.","","Fayetteville","NC","28304","Cumberland","(910)424-2121","","(910)424-7045","","","1818 Strickland Bridge Rd.","Fayetteville","NC","28304",T,"MHL-026-053","RHA Health Services NC, LLC",06/01/1990,01/01/2018,12/31/2018,T,F,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Samantha Scott","(910)424-2121","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922670","Mental Health Homes","Summerlyn","1012 Gregory Street","","Greensboro","NC","27403","Guilford","(336)449-5690","","(336)272-2387","","","6113 Blue Lantern Road","Gibsonville","NC","27249",T,"MHL-041-071","Family Affair Care Group Management, Inc.",03/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Emerson R Gibson","(336)274-1269","","","","","","Emerson R Gibson","","MHL"
"952674","Mental Health Homes","Sunny Hill Group Home #1","1754 GKN Way","","Newton","NC","28658","Lincoln","(704)732-5609","","(828)428-3600","","","261 Sunny Hill Drive","Lincolnton","NC","28092",T,"MHL-055-006","RHA Health Services NC, LLC",12/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Arlene Bridges","(828)428-0061","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","One Buckhead Plaza,  Suite 900, 3060 Peachtree Road, NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922673","Mental Health Homes","Sunny Hill II","1754 GKN Way","","Newton","NC","28658","Lincoln","(704)732-7579","","(828)428-3600","","","279 Sunny Hill Drive","Lincolnton","NC","28092",T,"MHL-055-010","RHA Health Services NC, LLC",06/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Arlene Bridges","(828)428-0061","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","One Buckhead Plaza, Suite 900, 3060 Peachtree Rd., N.W. Atlanta, GA 30305","Jeanne Duncan","","MHL"
"944619","Mental Health Homes","Sydnor Street Group Home","401 South Main Street Suite 100","","Mt. Airy","NC","27030","Surry","(336)789-3451","","(336)789-3451","","","134 Sydnor Street","Mt. Airy","NC","27030",T,"MHL-086-019","Surry-Yadkin Residential Services, Inc.",04/15/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Beth Bowman","(336)719-0062","","","","","","Dawn Pegram","","MHL"
"922685","Mental Health Homes","T.L.C. Home, Inc.","1775 Hawkins Avenue","","Sanford","NC","27330","Lee","(919)774-4355","","(919)775-4103","","","1775 Hawkins Avenue","Sanford","NC","27330",T,"MHL-053-008","T.L.C. Homes, Inc.",12/01/1987,01/01/2018,12/31/2018,T,F,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Rita Oglesbee","(919)774-4355","","","","","","Kathy Kostrewa","","MHL"
"922692","Mental Health Homes","Tammy Lynn Center for Developmental Disabilities","739 Chappell Drive","","Raleigh","NC","27606","Wake","(919)832-3909","","(919)832-8475","","","737, 743 and 745 Chappell Drive","Raleigh","NC","27606",T,"MHL-092-011","TLC Operations, Inc.",03/01/1985,01/01/2018,12/31/2018,T,F,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Holly J Richard","(919)832-3909","","","","Tammy Lynn Memorial Foundation Inc","739 Chappell Drive Raleigh, NC 27606","Holly J Richard","","MHL"
"922010","Mental Health Homes","Tar River","500 Sean Dr","","Greenville","NC","27834","Pitt","(252)758-1101","","(252)758-2399","","","498 & 500 Sean Drive","Greenville","NC","27834",T,"MHL-074-030","RHA Health Services NC, LLC",11/01/1992,01/01/2018,12/31/2018,T,F,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Tonya Lyons","(252)758-1101","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","Resource Healthcare of America Inc","One Buckhead Plaza   Suite 900, 3060 Peachtree Road  NW Atlants, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922700","Mental Health Homes","The Arches-Horizons Residential Care Center","100 Horizons Lane","","Rural Hall","NC","27045","Forsyth","(336)661-2190","","(336)661-2195","","","5900 Bethabara Park Boulevard","Winston-Salem","NC","27106",T,"MHL-034-050","Horizons Residential Care Center, Inc.",05/01/1992,01/01/2018,12/31/2018,T,F,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Diane Broderick","(336)661-2190","","","","","","Thomas D Adams","","MHL"
"922007","Mental Health Homes","The Atrium/The Respite Center","100 Horizons Lane","","Rural Hall","NC","27045","Forsyth","(336)767-2411","","(336)661-2185","","","101 Horizons Lane","Rural Hall","NC","27045",T,"MHL-034-016","Horizons Residential Care Center, Inc.",06/01/1985,01/01/2018,12/31/2018,T,F,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Richard Anderson","(336)767-2411","","","","","","T David Adams","","MHL"
"922749","Mental Health Homes","The Carter Clinic Residential Home","PO Box 99778","","Raleigh","NC","27624","Cumberland","(910)488-2049","","(910)491-2383","","","235 Kinlaw Street","Fayetteville","NC","28301",T,"MHL-026-948","Carter Clinic, P.A.",11/07/2013,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Melody Thomas","(910)491-2352","","","","","","Myleme O Harrison","","MHL"
"922748","Mental Health Homes","Thomas S. Decatur Home","3721 Legion Road","","Hope Mills","NC","28348","Cumberland","(910)867-7675","","(910)484-1315","","","7559 Decatur Drive","Fayetteville","NC","28303-1989",T,"MHL-026-944","Midstate Health Systems, Inc.",06/21/2013,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sera W Gilmore","(910)867-7675","","","","","","Sera W Gilmore","","MHL"
"922750","Mental Health Homes","Thomas Street Home","176 Wildcat Road","","Deep Gap","NC","28618","Ashe","(336)246-7030","","(828)262-5730","","","348 Thomas St.","Jefferson","NC","28640",T,"MHL-005-011","RHA Health Services NC, LLC",08/17/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Luray Rominger","(336)246-7030","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","Residential Healthcare Affiliates Inc","1200 Ridgefield Blvd. Suite 270 Asheville, NC 28806","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28806","MHL"
"944999","Mental Health Homes","Timberlea Group Home","1910 N. Church St, Units 3B&4A","","Greensboro","NC","27405","Randolph","(336)685-4955","","(336)370-1023","","","5691 Mack Lineberry Road","Climax","NC","27233",T,"MHL-076-023","Community Innovations, Inc.",07/22/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sharon Harris","(336)685-4955","","","","","","Community Based Care, LLC","315 Wilkesboro Blvd NE, Suite 2A Lenoir, NC 28645","MHL"
"945339","Mental Health Homes","Trotters Bluff","908 Avent Ferry Road","","Holly Springs","NC","27540","Wake","(919)557-6337","","(919)557-6740","","","912 Avent Ferry Road","Holly Springs","NC","27540",T,"MHL-092-131","Community Innovations, Inc.",07/23/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Laura Jacobs","(919)642-5697","","","","Community Innovations Inc","801 Wilson Street, Andy Anderson, Sr. Officer Whiteville, NC 28472","Community Based Care, LLC","315 Wilkesboro Blvd NE, Suite 2A Lenoir, NC 28645","MHL"
"952775","Mental Health Homes","Tuckaseegee Group Home","1511 Shopton Rd, Suite A","","Charlotte","NC","28217","Mecklenburg","(704)393-9376","","(704)394-8073","","","5400 Tuckasgee Road","Charlotte","NC","28208",T,"MHL-060-147","St. Mark's Incorporated - Lifespan",08/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sonya Reid","(704)393-5916","","","","","","Davan M Cloninger","","MHL"
"952779","Mental Health Homes","Twinbrooks","211 Roseman Lane","","Cleveland","NC","27013","Davie","(704)278-9681","","(704)278-4799","","","189 Fairmont Lane","Mocksville","NC","27028",T,"MHL-030-005","RHA Health Services NC, LLC",10/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Lisa Jones","(704)278-9681","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Ashevillle, NC 28801","MHL"
"955745","Mental Health Homes","VOCA Olive Home","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)387-7080","","(919)387-4242","","","707 East Olive Street","Apex","NC","27502-1936",T,"MHL-092-121","VOCA Corporation of North Carolina",07/27/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Keisha Douglas","(919)387-1011","","","","Voca Corporation of America","10140 Linn Station Road, Voca Corporation of America Louisville, KY 40223","Patrick G Kelly","","MHL"
"010068","Mental Health Homes","VOCA-Apple Valley","P.O. Box 150","","Wilkesboro","NC","28697","Wilkes","(336)838-2199","","(336)838-2199","","","1443 Old Highway 60","Wilkesboro","NC","28659",T,"MHL-097-016","VOCA Corporation of North Carolina",02/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shane Ferguson","(336)838-8791","","","","","","Patrick Kelley","","MHL"
"010954","Mental Health Homes","VOCA-Blairfield","P. O. Box 150","","Wilkesboro","NC","28697","Wilkes","(336)903-0500","","(336)903-0500","","","111 Blairfield Court","N. Wilkesboro","NC","28697",T,"MHL-097-048","VOCA Corporation of North Carolina",12/26/2001,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shane Ferguson","(336)903-0500","","","","Rescare","101 Linn Station Road Louisville, KY 40223-3813","Patrick Kelley","","MHL"
"010955","Mental Health Homes","VOCA-College Street","P.0. Box 150","","Wilkesboro","NC","28697","Wilkes","(336)667-1902","","(336)667-3499","","","301 College Street","Wilkesboro","NC","28697",T,"MHL-097-047","VOCA Corporation of North Carolina",12/19/2001,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shane Ferguson","(336)667-1902","","","","Res Care Inc","10140 Linn Station Rd Louisville, KY 40223-3813","Patrick Kelley","","MHL"
"921719","Mental Health Homes","VOCA-Creekway","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)552-4359","","(919)567-0243","","","424 Creekway Drive","Fuquay Varina","NC","27526",T,"MHL-092-102","VOCA Corporation of North Carolina",12/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Duke Nyabera","(919)381-1011","","","","","","Patrick G Kelley","","MHL"
"941756","Mental Health Homes","VOCA-Denbur Drive Group Home","818 Tyvola Rd. Suite 104","","Charlotte","NC","28217","Mecklenburg","(704)532-9713","","(704)558-4773","","","8324 Denbur Drive","Charlotte","NC","28215",T,"MHL-060-081","VOCA Corporation of North Carolina",07/01/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Denise Derkowski","(704)604-5763","","","","Res Care Inc","10140 Linn Station Road Louisville, KY 40223","Dennis Roberts","","MHL"
"922793","Mental Health Homes","VOCA-Freedom Group Home","818 Tyvola Rd Suite 112","","Charlotte","NC","28217","Mecklenburg","(704)392-3383","","(704)558-4837","","","5911 Freedom Drive","Charlotte","NC","28208",T,"MHL-060-126","VOCA Corporation of North Carolina",04/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Ms Denise Derkowski","(704)777-9830","","","","ResCare"," Louisville, KY","Dennis Roberts","","MHL"
"921905","Mental Health Homes","VOCA-Gentry","1200 Navaho Drive","","Raleigh","NC","27609","Durham","(919)383-1114","","(919)383-1207","","","2219 Gentry Drive","Durham","NC","27705",T,"MHL-032-075","VOCA Corporation of North Carolina",11/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jermaine Kearney","(919)850-2117","","","","VOCA Corporation of America","10140 Linn Station Road Louisville, KY 40223","VOCA Corporation of America","","MHL"
"944969","Mental Health Homes","VOCA-Greenwood Group Home","1600  W. Thomas Street","","Rocky Mount","NC","27804","Johnston","(919)934-1963","","(252)446-0216","","","105 Greenwood Circle","Smithfield","NC","27577",T,"MHL-051-036","VOCA Corporation of North Carolina",06/01/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Kimberly Hale","(919)934-1963","","Community Alternatives of NC","1600 W. Thomas Street Rocky Mount, NC 27804","","","Voca Corporation of America","","MHL"
"922794","Mental Health Homes","VOCA-Harrisburg Road Group Home","818 Tyvola Rd. Suite 104","","Charlotte","NC","28217","Mecklenburg","(704)537-2116","","(704)558-4773","","","6620 Harrisburg Road","Charlotte","NC","28277",T,"MHL-060-128","VOCA Corporation of North Carolina",05/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Denise Derkowski","(704)519-0077","","","","ResCare Inc","10140 Linn Station Road Louisville, KY 40223","Dennis R Roberts","","MHL"
"010044","Mental Health Homes","VOCA-Kimsey","P.0. Box 150","","Wilkesboro","NC","28697","Wilkes","(336)838-4500","","(336)838-4500","","","1305 Old Highway 60","Wilkesboro","NC","28697",T,"MHL-097-053","VOCA Corporation of North Carolina",01/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shane Ferguson","(336)838-8791","","","","","","Patrick Kelley","","MHL"
"944838","Mental Health Homes","VOCA-Laurel Group Home","301 10th Street NW, Sute. B-101","","Conover","NC","28613","Caldwell","(828)396-5879","","(828)396-6841","","","51 Laurel Street","Granite Falls","NC","28630",T,"MHL-014-031","VOCA Corporation of North Carolina",06/11/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Nickie Wright","(828)466-6024","","","","Res-Care","10140 Linn Station Road Louisville, KY 40223","Patrick Kelley","","MHL"
"955747","Mental Health Homes","VOCA-Laurelwood","1600 W. Thomas Street","","Rocky Mount","NC","27804","Johnston","(919)934-1839","","(919)934-1137","","","200 Laurelwood Drive","Smithfield","NC","27577",T,"MHL-051-037","VOCA Corporation of North Carolina",10/11/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Kimberly Hale","(919)934-1839","","","","ResCare/VOCA Corporation of America","10140 Linn Station Road, Ronald Geary, Pres. Louisville, KY 40223","VOCA Corporation of America","9901 Liam Station Road Louisville, KY","MHL"
