XFCOUNTY,XFACILITY,XCAP,LLICENSEE,XSADDR,XSCITY,XSSTATE,XSZIP,XFADDR1,XFADDR2,XFCITY,XFSTATE,XFZIP,XFPHONE,XFFAX,LLICENSNO,XFID,XSTATUS,STARS
"Lee","Leak's Adult Family Care # 3",6,"Crinford Leak","302 Stone Street","Sanford","NC","27330","PO Box 606","","Sanford","NC","27330","(919)777-9146","(919)777-0223","FCL-053-019","061025","Active",3
"Lenoir","A New Beginning",6,"A New Beginning, Inc","300 East Lenoir Avenue","Kinston","NC","28501","P.O. Box 2301","","Kinston","NC","28502","(252)522-5436","(252)522-5043","FCL-054-060","920793","Active",4
"Lenoir","Ant Mary' Family Care Home # 1",6,"Eula Conyers","104 W James St","LaGrange","NC","28551","PO Box 516","","LaGrange","NC","28551","(252)566-5998","(252)566-3598","FCL-054-065","041633","Active",2
"Lenoir","Ant Mary's Family Care Home # 3",6,"Eula Conyers","3713 Herring Road","LaGrange","NC","28551","PO Box 516","","LaGrange","NC","28551","(252)566-5998","(252)566-3598","FCL-054-059","061278","Active",3
"Lenoir","Barnes Family Care Home",6,"Carrie B Dudley","1106 East Caswell Street","Kinston","NC","28501","PO Box 2503","","Kinston","NC","28502-2503","(252)522-2634","(252)686-6713","FCL-054-061","960038","Active",4
"Lenoir","Classic Care of Kinston",6,"Classic Care of Kinston, Inc","288 Highway 11-South","Kinston","NC","28504","1407 Strawberry Branch Rd","","Kinston","NC","28501","(252)527-8944","(252)527-5057","FCL-054-069","940227","Active",4
"Lenoir","Hobbs Assisted Living 2",5,"Lorraine K. Hobbs and Robert P. Hobbs","2504 Towerhill Road","Kinston","NC","28501","PO Box 917","","Kinston","NC","28502-0917","(252)523-5755","(252)523-2909","FCL-054-042","930554","Active",3
"Lenoir","Miller's Family Care Home",6,"Thomas McCollum, Jr.","306 E. Lenoir Avenue","Kinston","NC","28501","PO Box 5001","","Kinston","NC","28503","(252)686-6226","(   )   -","FCL-054-066","920555","Active",4
"Lincoln","Mary's Assisted Home Living",6,"Mary's Assisted Home Living, Inc","4822 Webbs Chapel Church Road","Denver","NC","28037","4822 Webbs Chapel Church Road","","Denver","NC","28037","(704)483-5039","(866)910-2969","FCL-055-010","060950","Active",4
"Madison","Hot Springs Family Care Home #1",6,"Boyd Mintz","311 #1 Surpintine Avenue","Hot Springs","NC","28743","P.O. Box 41","","Marshall","NC","28753","(828)649-3420","(828)689-3697","FCL-057-007","920573","Active",2
"Madison","Hot Springs Family Care Home #2",6,"Boyd and Edwina Mintz","311 #2 Surpintine Avenue","Hot Springs","NC","28743","P.O. Box 41","","Marshall","NC","28753","(828)649-3420","(828)689-3697","FCL-057-008","920574","Active",4
"Madison","Mintz Family Care Home #2",6,"Boyd and Edwina Mintz","300 Miller Road","Marshall","NC","28753","P.O. Box 41","","Marshall","NC","28753","(828)649-3420","(828)689-3697","FCL-057-002","920782","Active",0
"Madison","Mintz Family Care Home #3",6,"Boyd and Edwina Mintz","196 Miller Road","Marshall","NC","28753","P.O. Box 41","","Marshall","NC","28753-0041","(828)649-3420","(828)689-3697","FCL-057-003","920783","Active",0
"Madison","Mintz Family Care Home #4",6,"Boyd Mintz","192 Mato Road","Marshall","NC","28753","P.O. Box 41","","Marshall","NC","28753","(828)649-3420","(828)689-3697","FCL-057-004","920784","Active",2
"Madison","Mintz Family Care Home #5",6,"Boyd and Edwina Mintz","222 Mato Road","Marshall","NC","28753","P.O. Box 41","","Marshall","NC","28753","(828)649-3420","(828)689-3697","FCL-057-005","920785","Active",3
"Martin","Fields Foundation",6,"Fields Foundation, Inc","1057 Land-Fields Lane","Williamston","NC","27892","1895 Green Acres Road","","Williamston","NC","27892","(252)792-6343","(252)792-2881","FCL-058-008","041617","Active",4
"Martin","Price Family Care Home",6,"Peggy P. Williams","1385 Brown Road","Jamesville","NC","27846","P.O. Box 21","","Jamesville","NC","27846","(252)792-4878","(252)809-4814","FCL-058-001","920967","Active",4
"McDowell","Berryhill Family Care",6,"Berryhill Family Care, LLC","82 Ned McGimsey Road","Nebo","NC","28761","82 Ned McGimsey Road","","Nebo","NC","28761","(828)652-6690","(828)652-6690","FCL-059-030","920089","Active",4
"McDowell","Fairview Assisted Living",6,"Fairview Assisted Living, Inc.","114 Fairview Road","Marion","NC","28752","PO Box 27","","Marion","NC","28752","(828)659-7175","(828)659-8649","FCL-059-024","920379","Active",4
"McDowell","Mt. View Family Care Home",6,"Duckworth Acquisitions, LLC","3341 Old Hwy #10 E","Nebo","NC","28761","405 Jack Corpening Road","","Nebo","NC","28761","(828)659-1516","(828)659-1516","FCL-059-033","920826","Active",4
"McDowell","Nebo Family Care Home",6,"Duckworth Acquisitions, LLC","405 Jack Corpening Road","Nebo","NC","28761","405 Jack Corpening Road","","Nebo","NC","28761","(828)659-1516","(828)659-1516","FCL-059-031","920842","Active",4
"McDowell","Rocky Pass Family Care Home",6,"Rocky Pass Family Care Home, Inc","5349 NC 226 South","Marion","NC","28752","PO Box 27","","Marion","NC","28752","(828)652-7058","(828)659-8649","FCL-059-019","921029","Active",3
"McDowell","Truett's Family Care Home",6,"Truett Enterprises of Marion, Inc","728 Ned McGimsey Road","Nebo","NC","28761","P.O. Box 188","","Nebo","NC","28761","(828)652-6256","(828)652-1331","FCL-059-007","941261","Active",4
"McDowell","Wintergreen Assisted Living",6,"Wintergreen Assisted Living, Inc.","323 Fleming Avenue","Marion","NC","28752","PO Box 27","","Marion","NC","28752","(828)652-3988","(828)659-8649","FCL-059-028","921363","Active",3
"Mecklenburg","Elliotte's Manor # 1",6,"Elliotte's Manor, LLC","10201 Connell Road","Charlotte","NC","28227","10201 Connell Road","","Charlotte","NC","28227","(704)545-1366","(704)545-3561","FCL-060-093","920358","Active",4
"Mecklenburg","Elliotte's Manor # 2",6,"Elliotte's Manor, LLC","10215 Connell Road","Charlotte","NC","28227","10201 Connell Road","","Charlotte","NC","28227","(704)545-8015","(704)545-3561","FCL-060-098","041103","Active",3
"Mecklenburg","Etta Love Family Care Home",4,"Etta Love Family Care Home, Inc","1951 Dietrich Lane","Charlotte","NC","28262","1951 Dietrich Lane","","Charlotte","NC","28262","(704)509-5596","(704)509-5596","FCL-060-072","030764","Active",3
"Mecklenburg","Grapperhall Family Care Home",6,"Senior Care Carolinas, LLC","16401 Grapperhall Drive","Huntersville","NC","28078","PO Box 3081","","Huntersville","NC","28070","(704)997-8868","(704)731-0961","FCL-060-146","150239","Active",3
"Mecklenburg","House of Peace Family Care Home",6,"House of Peace Family Care Home, LLC","3505 Oriole Place","Charlotte","NC","28269","3505 Oriole Place","","Charlotte","NC","28269","(704)494-8737","(704)494-8737","FCL-060-153","956986","Ownership Changed",4
"Mecklenburg","Kestral Ridge Family Care Home",5,"Senior Care Carolinas, LLC","9305 Kestral Ridge Drive","Charlotte","NC","28269","9640 Gilead Grove Road","","Huntersville","NC","28078","(704)473-5263","(704)731-0961","FCL-060-119","110407","Active",3
"Mecklenburg","McClain's Family Care Home #1",5,"McClain's Residential Home Care Agency, LLC","5953 The Plaza Road","Charlotte","NC","28215","5801 Executive Center Drive","Suite 102","Charlotte","NC","28212","(980)207-4747","(980)430-3225","FCL-060-123","090560","Active",3
"Mecklenburg","S & T Family Home Care",6,"Tudor C. Bagarean","4720 Wilsham Court","Charlotte","NC","28226","4720 Wilsham Court","","Charlotte","NC","28226","(704)503-9740","(704)503-9740","FCL-060-143","971162","Active",4
"Mecklenburg","Senior Retreat  at Lansdowne",6,"KW Operations, LLC","7219 Folger Drive","Charlotte","NC","28226","7215-200 Pineville-Matthews Road","","Charlotte","NC","28226","(704)543-0630","(704)543-0560","FCL-060-140","150142","Active",3
"Mecklenburg","Senior Retreat at Park Crossing",6,"KW Operations, LLC","10408 Avondale Avenue","Charlotte","NC","28210","7215-200 Pineville-Matthews Road","","Charlotte","NC","28226","(980)260-3083","(704)540-1444","FCL-060-152","160625","Active",0
"Mecklenburg","Shady Harbour Adult Living",6,"Vernal Osborne","908 Tom Hunter Road","Charlotte","NC","28213","908 Tom Hunter Road","","Charlotte","NC","28213","(704)578-6203","(704)597-1088","FCL-060-019","960778","Active",3
"Mecklenburg","Shepparton Family Care Home",6,"Senior Care Carolinas, LLC","9434 Shepparton Drive","Huntersville","NC","28078","PO Box  3081","","Huntersville","NC","28070","(704)992-8223","(704)731-0961","FCL-060-145","150245","Active",3
"Mecklenburg","Special Touch Living",5,"Special Touch Living, LLC","514 Southland Lane","Huntersville","NC","28031","11262 Heritage Green Drive","","Cornelius","NC","28031","(704)274-5258","(704)992-2112","FCL-060-141","150130","Active",3
"Mecklenburg","True Care Rest Home",6,"William H. King","4410 Argyle Drive West","Charlotte","NC","28213","4410 Argyle Drive West","","Charlotte","NC","28213","(704)900-7744","(704)323-4094","FCL-060-088","921260","Active",3
"Mecklenburg","UP at 13931 Thompson",6,"UP 13931 Thompson, LLC","13931 Thompson Road","Mint Hill","NC","28227","338 S. Sharon Amity Road","PO Box 263","Charlotte","NC","28211","(704)249-7718","(704)353-7927","FCL-060-135","140216","Active",3
"Mecklenburg","UP at 14009 Thompson",6,"UP at 14009 Thompson, LLC","14009 Thompson Road","Mint Hill","NC","28227","338. S. Sharon Amity Road","PMB 263","Mint Hill","NC","28227","(704)249-7718","(704)353-7927","FCL-060-122","110927","Active",4
"Mecklenburg","UP at 14015 Thompson",6,"UP at 14015 Thompson, LLC","14015 Thompson Road","Mint Hill","NC","28227","338 S Sharon Amity Road","PMB 263","Charlotte","NC","28211","(704)443-7049","(980)245-7602","FCL-060-134","140215","Active",3
"Mecklenburg","UP at 14019 Thompson",6,"UP 14019 Thompson, LLC","14019 Thompson Road","Mint Hill","NC","28227","338 S. Sharon Amity Road","PMB 263","Charlotte","NC","28211","(980)245-7718","(704)353-7927","FCL-060-137","140218","Active",3
"Mecklenburg","UP at City View",6,"UP at City View, LLC","7245 City View Drive","Charlotte","NC","28212","338 S. Sharon Amity Road","PMB 263","Charlotte","NC","28211","(704)249-7718","(704)353-7927","FCL-060-113","100254","Active",3
"Mitchell","B & L Family Care Home",6,"Louella Buchanan","842 Cane Creek Road","Bakersville","NC","28705","842 Cane Creek Road","","Bakersville","NC","28705","(828)688-2919","(828)688-4919","FCL-061-008","920058","Active",3
"Montgomery","Baaseiah Family Care Home",6,"Neal Haywood Parsons","200 N. Main Street","Candor","NC","27229","P.O. Box 543","","Candor","NC","27229","(910)974-7701","(910)974-7701","FCL-062-005","920061","Active",4
"Montgomery","Baaseiah Family Care Home #2",6,"Neal Haywood Parsons","602 Aileen Street","Biscoe","NC","27209","P.O. Box 543","","Candor","NC","27229","(910)428-9234","(910)974-4508","FCL-062-003","920844","Active",4
"Montgomery","Baaseiah Family Care Home #3",6,"Neal Haywood Parsons","314 Tomlinson Street","Candor","NC","27229","PO Box 543","","Candor","NC","27229","(910)974-3987","(910)974-7701","FCL-062-007","961013","Active",4
"Moore","Cardinal Cottage",6,"Quail Haven of Pinehurst, LLC","155 Blake Boulevard Building 221","Pinehurst","NC","28374","155 Blake Blvd","","Pinehurst","NC","28374","(910)295-2294","(910)215-0691","FCL-063-030","140259","Active",3
"Moore","Constance Cottage",6,"Saint Joseph of the Pines, Inc","145 Waters Drive","Southern Pines","NC","28387","105 Gossman Drive","","Southern Pines","NC","28387","(910)246-1045","(910)246-1984","FCL-063-027","110445","Active",4
"Moore","Mary Manor",6,"Saint Joseph of the Pines, Inc","147 Waters Drive","Southern Pines","NC","28387","105 Gossman Drive","","Southern Pines","NC","28387","(910)246-2040","(910)246-1984","FCL-063-026","110446","Active",4
"Moore","Rosemary Cottage",6,"Quail Haven of Pinehurst, LLC","155 Blake Boulevard Building 216","Pinehurst","NC","28374","155 Blake Blvd","","Pinehurst","NC","28374","(910)295-2294","(910)295-2379","FCL-063-031","960427","Active",3
"Moore","Savannah Family Care",6,"Sharronda M. Savannah","128 North Carlisle Street","Southern Pines","NC","28387","128 North Carlisle Street","","Southern Pines","NC","28387","(910)528-9611","(910)695-3665","FCL-063-009","944446","Active",3
"Moore","The Pines",6,"Saint Joseph of the Pines, Inc","125 Long Leaf Drive","Southern Pines","NC","28387","105 Gossman Dr","","Southern Pines","NC","28387","(910)246-1045","(910)246-1984","FCL-063-028","110786","Active",4
"Nash","Bradford House",6,"Neal Askew","703 Bayberry Lane","Nashville","NC","27856","703 Bayberry Lane","","Nashville","NC","27856","(252)220-6141","(252)459-2508","FCL-064-032","110259","Active",0
"Nash","Davenport Family Care Home",5,"Eugene Davenport","1327 Echo Lake Lane","Rocky Mount","NC","27803","1327 Echo Lake Lane","","Rocky Mount","NC","27803","(252)813-5557","(252)459-2508","FCL-064-033","160489","Active",0
"Nash","Green Home Living",6,"Tina R. Harris","507 1st Street","Spring Hope","NC","27882","PO Box 1360","","Spring Hope","NC","27882","(252)478-3176","(252)478-3176","FCL-064-021","100981","Active",3
"Nash","Green Home Living II",5,"Tina R. Harris","307 N. Pine Street","Spring Hope","NC","27882","PO Box 1360","","Spring Hope","NC","27882","(252)303-0409","(252)303-0409","FCL-064-031","150492","Active",0
"Nash","Knight's Family Care Home",6,"Andre D. Knight","3305 Greenfield Drive","Rocky Mount","NC","27804","3305 Greenfield Drive","","Rocky Mount","NC","27804","(252)443-1619","(252)443-1619","FCL-064-006","960403","Active",4
"Nash","Knight's Family Care Home #2",5,"Andre` D. Knight","312 Cleo Street","Rocky Mount","NC","27803","312 Cleo Street","","Rocky Mount","NC","27803","(252)210-2851","(252)210-2851","FCL-064-019","971090","Active",3
"Nash","Mercy's Supportive Living",4,"Kaishunda Richardson and Tabora Richardson","932 Cobble Ridge Drive","Nashville","NC","27856","932 Cobble Ridge Drive","","Nashville","NC","27856","(252)908-0561","(252)443-6811","FCL-064-027","130350","Active",3
"Nash","Standard Above All",4,"Standard Above All, Inc.","656 Haggerty Trail","Rocky Mount","NC","27803","656 Haggerty Trail","","Rocky Mount","NC","27803","(252)210-3157","(252)210-3157","FCL-064-023","120553","Active",4
"New Hanover","Coastal Cove of Wilmington",6,"Coastal Cove of Wilmington, Inc","1120 Beasley Road","Wilmington","NC","28409","1120 Beasley Road","","Wilmington","NC","28409","(910)660-0944","(877)528-7644","FCL-065-046","130571","Active",0
"New Hanover","Judge Family Care Home #1",5,"Marie Robinson DeVane","400 Judges Road","Wilmington","NC","28405","PO Box 3463","","Wilmington","NC","28406","(910)796-6469","(910)791-4852","FCL-065-001","920616","Active",3
"New Hanover","Judge Family Care Home #4",5,"Marie Robinson DeVane","400 Judge Road","Wilmington","NC","28405","P.O. Box 3463","","Wilmington","NC","28406","(910)791-4862","(910)791-4852","FCL-065-004","920615","Active",4
"Northampton","Comfort Living of Woodland",4,"Janice Vaughan","615 W Main Street","Woodland","NC","27893","PO Box 953","","Ahoskie","NC","27910","(252)642-4317","(252)587-3333","FCL-066-019","150096","Active",3
"Northampton","Confidence Builders",3,"Confidence Builders, Inc","1561 Tyler Road","Rich Square","NC","27869","1561 Tyler Road","","Rich Square","NC","27869","(252)344-3666","(252)344-3666","FCL-066-014","080304","Active",1
"Northampton","The Harbor House",6,"Melissa Tapscott","700 Terrace Lane","Conway","NC","27820","700 Terrace Lane","","Conway","NC","27820","(252)387-9008","(252)387-9008","FCL-066-021","160342","Active",0
"Onslow","Pearl's Family Care Home #1",6,"Pearl's Family Home LLC","674 Smith Road","Maysville","NC","28555-0000","1033 Consolidated Rd","","Elizabeth City","NC","27909","(252)267-3346","(252)330-4559","FCL-067-018","920908","Active",3
"Onslow","Pearl's Family Care Home #2",6,"Pearl's Family Home LLC","107 Ash Court","Jacksonville","NC","28546-8505","1033 Consolidated Rd","","Elizabeth City","NC","27909","(910)938-3859","(252)330-4559","FCL-067-019","920907","Active",4
"Onslow","Pearl's Family Care Home #3",6,"Pearl's Family Care Home LLC","105 Ash Court","Jacksonville","NC","28546-8505","1033 Consolidated Rd","","Elizabeth City","NC","27909","(910)938-0251","(252)330-4559","FCL-067-020","960067","Active",3
"Onslow","Pearl's Family Care Home #4",6,"Pearl's Family Home LLC","102 Ash Place","Jacksonville","NC","28555-0000","1033 Consolidated Rd","","Elizabeth","NC","27909","(910)347-8821","(252)330-4559","FCL-067-021","030327","Active",3
"Orange","Cedar Grove Family Care Home # 1",6,"Betsy Collins","317 Saw Mill Road","Cedar Grove","NC","27231","P.O. Box 57","","Cedar Grove","NC","27231","(919)732-8850","(919)732-8850","FCL-068-031","940190","Active",3
"Orange","Cedar Grove Family Care Home #2",6,"Betsy Collins","313 Saw Mill Road","Cedar Grove","NC","27231","PO Box 57","","Cedar Grove","NC","27231","(919)732-8850","(919)732-8850","FCL-068-033","920189","Active",4
"Orange","Charles House - Winmore Eldercare Home",6,"Charles House Association","121 Della Street","Carrboro","NC","27510","7511 Sunrise Road","","Chapel Hill","NC","27514","(919)537-8396","(919)976-7576","FCL-068-030","130254","Active",3
"Orange","Charles House - Yorktown Eldercare Home",6,"Charles House Association","303 Yorktown Drive","Chapell Hill","NC","27514","7511 Sunrise Road","","Chapel Hill","NC","27514","(919)967-7570","(919)967-7576","FCL-068-027","100253","Active",4
"Orange","LiveWell at Coker Hills",6,"LiveWell Assisted Living, Inc.","202 N Elliott Road","Chapel Hill","NC","27514","6720 Pauline Drive","","Chapel Hill","NC","27514","(919)929-7452","(919)928-5683","FCL-068-032","150202","Active",3
"Orange","Livewell Assisted Living",6,"LiveWell Assisted Living, Inc","6720 Pauline Drive","Chapel Hill","NC","27514","6720 Pauline Drive","","Chapel Hill","NC","27514","(919)403-6718","(919)928-5683","FCL-068-028","080813","Active",2
"Pasquotank","House of Love Family Care Home",6,"Amy Outlaw & Angela Hardy","1904 Johnson Road","Elizabeth City","NC","27909","PO Box 1292","","Elizabeth City","NC","27906","(252)338-6648","(252)338-6648","FCL-070-011","120474","Active",4
"Pasquotank","Lily's Blessings Family Care Home",6,"Lily's Blessings Family Care Home, LLC","1246 Weeksville Road","Elizabeth City","NC","27909-8408","222 Rookery Run","","Elizabeth City","NC","27909","(252)330-8030","(252)330-2036","FCL-070-010","120601","Active",3
"Pender","Humble Beginnings Family Care Home",4,"Angela A. Miller","803 Linda Lane","Burgaw","NC","28425","6589 HWY 210 East","","Harrells","NC","28444","(910)663-9148","(910)663-9148","FCL-071-016","140147","Active",0
"Pender","Karon's Family Care Home",6,"Karon Brice","570 Oak Tree Road","Willard","NC","28478","570 Oak Tree Road","","Willard","NC","28478","(910)285-3246","(910)285-6969","FCL-071-006","955627","Active",4
"Pender","Mary Rebecca's Village",6,"Mary Rebecca's Village, LLC","13605 US HWY 17","Hampstead","NC","28443","1887 Spiralwood Drive","","Fayetteville","NC","28304","(910)527-4673","(910)401-1393","FCL-071-013","120625","Active",4
"Pender","Pen-Du Rest Home",6,"LeVoise English","685 NC HWY  50","Wallace","NC","28466","685 NC HWY  50","","Wallace","NC","28466","(910)259-4469","(910)259-3844","FCL-071-018","920909","Active",4
"Perquimans","Lillian Brothers Family Care Home",6,"Lillian Brothers Family Care Home, LLC","533 Weight Station Road","Hertford","NC","27944","533 Weight Station Road","","Hertford","NC","27944","(252)264-3185","(252)264-3185","FCL-072-009","110125","Active",1
"Perquimans","Winfall Manor",5,"J. Lee C. Healthcare, Inc","133 Haywood Smith Road","Winfall","NC","27985","136 B NC 45 South","","Merry Hill","NC","27957","(252)426-5293","(252)426-5293","FCL-072-007","920951","Active",4
"Perquimans","Woodville Manor",6,"J. Lee C Healthcare, Inc","117 Gregory's Lane","Hertford","NC","27944","136 B NC 45 South","","Merry Hill","NC","27957","(252)264-2055","(252)264-2055","FCL-072-011","921047","Active",2
"Person","Golden Years Family Care Home",6,"Susan Brown","410 Montford Drive","Roxboro","NC","27573","410 Montford Drive","","Roxboro","NC","27573","(336)583-3094","(336)583-3094","FCL-073-011","921112","Active",3
"Person","Jones Family Home #1",6,"Enhancement Health Care, Inc","2437 Ephesus Church Road","Semora","NC","27343","PO Box 103","","Semora","NC","27343","(336)597-8738","(919)479-1010","FCL-073-005","920614","Active",3
"Person","Loving Touch Family Care Home",6,"GP Yancey Enterprises, Inc.","5975 Boston Road","Roxboro","NC","27574","183 Dee Yancey Road","","Roxboro","NC","27574","(336)599-2414","(336)599-6147","FCL-073-012","040598","Active",4
"Person","The Partridge House",5,"The Partridge Group, LLC","131 Academy Street","Roxboro","NC","27573","131 Academy Street","","Roxboro","NC","27573","(336)599-5777","(336)599-5777","FCL-073-020","920729","Active",0
"Person","Touch of Love Family Care Home",6,"GP Yancey Enterprises, Inc.","1025 Ridge Road","Roxboro","NC","27573","183 Dee Yancey Road","","Roxboro","NC","27574","(336)599-0187","(336)599-6872","FCL-073-014","070090","Active",3
"Pitt","Clemmie's Family Care Home II",4,"Art Enterprises of Pitt County Inc","110 Pearl Drive","Greenville","NC","27834","110 Pearl Drive","","Greenville","NC","27834","(252)756-2120","(252)756-2120","FCL-074-041","120149","Active",3
"Pitt","Fountain Adult Home Care # 2",3,"Fountain Adult Home Care, LLC","6934 NC 43N","Fountain","NC","27829","303 William Walston Lane","","Tarboro","NC","27886","(252)215-9010","(252)641-6412","FCL-074-048","160230","Active",0
"Pitt","Freeman Family Care Home #1",6,"Anthony Foreman","506 Sedgefield Drive","Greenville","NC","27834","P.O. Box 7271","","Greenville","NC","27834","(252)364-2529","(252)364-2529","FCL-074-043","920406","Active",4
"Pitt","L & C Family Care Home",0,"Lisa Dianne & Cleatus Murphy","6347 Fairway Drive","Grifton","NC","28530","6347 Fairway Drive","","Grifton","NC","28530","(252)524-0990","(252)524-0990","FCL-074-050","160429","New",0
"Pitt","Living Your Dream FCH #1",5,"Gladys Bell","603 Heartwood Drive","Grimesland","NC","27837","PO Box 350","","Greenville","NC","27835","(252)689-5868","(252)208-7140","FCL-074-049","160465","Active",0
"Pitt","White's Family Care Home",6,"Bessie L. White & Patricia A. White","708 West 3rd Street","Greenville","NC","27834-1928","708 West 3rd Street","","Greenville","NC","27834-1928","(252)752-2460","","FCL-074-025","940410","Active",4
"Randolph","All About Love Family Care Home",6,"All About Love Family Care Home LLC","1141 East Mine Street","Asheboro","NC","27205","1141 East Mine Street","","Asheboro","NC","27205","(336)964-0233","(336)318-4749","FCL-076-035","100983","Active",0
"Randolph","Caregivers of Liberty I",5,"Kandice Lackey-Jenkins","121 E. Raleigh Street","Liberty","NC","27298","121 E. Raleigh Street","","Liberty","NC","27298","(336)622-0088","(336)622-0088","FCL-076-028","930172","Active",4
"Randolph","Caregivers of Liberty II",6,"Kandice Lackey Jenkins","125 E. Raleigh Street","Liberty","NC","27298","125 E. Raleigh Street","","Liberty","NC","27298","(336)622-2348","(336)622-2348","FCL-076-033","970300","Active",3
"Randolph","Country Club II",5,"Pearlie Bullock","4011 Old Court House Road","Sophia","NC","27350","1324 Coltrane Mill Rd","","Randleman","NC","27317","(336)498-2781","(336)674-1692","FCL-076-031","920985","Active",3
"Randolph","Hudson's Family Care #2",6,"Susie B. Hudson","4028 Old NC Hwy 49","Asheboro","NC","27205","695 Moore Road","","Asheboro","NC","27205","(336)629-1304","(336)629-3710","FCL-076-019","930127","Active",4
"Randolph","Hudson's Family Care Home",6,"Susie B. Hudson","695 Moore Road","Asheboro","NC","27205","695 Moore Road","","Asheboro","NC","27205","(336)629-3710","(336)629-3710","FCL-076-002","920579","Active",4
"Robeson","B & B Assisted Living # 1",6,"B & B Assisted Living I under Personal Care, LLC","2610 Hwy 130 West","Rowland","NC","28383","9461 US Hwy 710 S","","Rowland","NC","28383","(910)422-8888","(910)422-3610","FCL-078-102","960684","Active",3
"Robeson","B & B Assisted Living # 2",6,"B & B Assisted Living I under Personal Care, LLC","2610 Hwy 130 West","Rowland","NC","28383","9461 US Hwy 710 S","","Rowland","NC","28383","(910)422-8888","(910)422-3610","FCL-078-103","960685","Active",3
"Robeson","B & B Assisted Living # 3",6,"B & B Assisted Living I under Personal Care, LLC","9461 NC 710 South","Rowland","NC","28383","9461 US Hwy 710 S","","Rowland","NC","28383","(910)422-8888","(910)422-3610","FCL-078-104","040469","Active",4
"Robeson","B & B Assisted Living # 4",6,"B & B Assisted Living I under Personal Care, LLC","9461 Hwy. 710 S.","Rowland","NC","28383","9461 US Hwy 710 S","","Rowland","NC","28383","(910)422-8888","(910)422-3610","FCL-078-109","040470","Active",3
"Robeson","B & B Assisted Living # 5",6,"B & B Assisted Living III, LLC","2133 Preston Road","Maxton","NC","28364-8697","9461 US Hwy 710 S","","Rowland","NC","28383","(910)521-7335","(910)522-0655","FCL-078-107","020594","Active",4
"Robeson","B & B Assisted Living # 6",6,"B & B Assisted Living III, LLC","2133 Preston Road","Maxton","NC","28364","9461 US Hwy 710 S","","Rowland","NC","28383","(910)521-7335","(910)522-0655","FCL-078-106","030712","Active",4
"Robeson","B & B Assisted Living # 7",6,"B & B Assisted Living III, LLC","2133 Preston Road","Maxton","NC","28364-8697","9461 US Hwy 710 S","","Rowland","NC","28383","(910)521-7335","(910)522-0655","FCL-078-108","030713","Active",2
"Robeson","Dial's Family Care Home  # 11",6,"Dial's Family Care, Inc","72 Care Drive","Pembroke","NC","28372","P.O. Box 4134","","Pembroke","NC","28372","(910)522-7327","(910)521-1197","FCL-078-080","050410","Active",3
"Robeson","Dial's Family Care Home  #3",6,"Dial's Family Care, Inc","1685 Canal Road","Pembroke","NC","28372","P.O. Box 4134","","Pembroke","NC","28372","(910)522-7327","(910)521-1197","FCL-078-076","930307","Active",3
"Robeson","Dial's Family Care Home # 10",6,"Dial's Family Care, Inc","70 Care Drive","Pembroke","NC","28372","P.O. Box 4134","","Pembroke","NC","28372","(910)522-7327","(910)521-1197","FCL-078-079","050412","Active",4
"Robeson","Dial's Family Care Home # 9",6,"Dial's Family Care, Inc.","1685 Canal Road","Pembroke","NC","28372","1685 Canal Rd","","Pembroke","NC","28372","(910)374-7187","(910)521-1197","FCL-078-112","960474","Ownership Changed",3
"Robeson","Dial's Family Care Home #1",6,"Dail's Family Care, Inc","1685 Canal Road","Pembroke","NC","28372","P.O. Box 4134","","Pembroke","NC","28372","(910)522-7327","(910)521-1197","FCL-078-074","920308","Active",3
"Robeson","Dial's Family Care Home #2",6,"Dial's Family Care, Inc","1685 Canal Road","Pembroke","NC","28372","P.O. Box 4134","","Pembroke","NC","28372","(910)522-7327","(910)521-1197","FCL-078-075","920306","Active",2
"Robeson","Dial's Family Care Home #4",6,"Dial's Family Care, Inc","1698 Canal Road","Pembroke","NC","28372","P.O. Box 4134","","Pembroke","NC","28372","(910)522-7327","(910)521-1197","FCL-078-077","020138","Active",2
"Robeson","Dial's Family Care Home #6",6,"Dial's Family Care, Inc.","1685 Canal Road","Pembroke","NC","28372","1685 Canal Rd","","Pembroke","NC","28372","(910)522-5138","(910)521-1197","FCL-078-113","040918","Ownership Changed",2
"Robeson","Dial's Family Care Home #7",6,"Dial's Family Care, Inc.","1685 Canal Road","Pembroke","NC","28372","1685 Canal Rd","","Pembroke","NC","28372","(910)522-3227","(910)521-1197","FCL-078-111","040919","Ownership Changed",3
"Robeson","Mt. Olive Family Care Home #2",6,"Willie E. & Joan P. Spruill","14471 NC Hwy 41 South","Fairmont","NC","28340","305 Jackson Street","","Fairmont","NC","28340","(910)628-7594","(910)628-7755","FCL-078-015","944355","Active",3
"Robeson","Prather Family Care Home",6,"Betty J. Prather","8572 Old Red Springs Road","Red Springs","NC","28377","8572 Old Red Springs Road","","Red Springs","NC","28377","(910)843-1174","(910)843-8377","FCL-078-011","920966","Active",3
"Robeson","West Winds Assisted Living",6,"West Wind Assisted Living, LLC","1241 Goins Road","Pembroke","NC","28372","PO Box 3458","","Pembroke","NC","28372","(910)521-0853","(910)521-5755","FCL-078-086","060290","Active",3
