FID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,NPI,ENT_TYPE,ORGAN_NAME,PROVID_11,PROVID_12,PROVID_20,PROVID_21,PROVID_22,PROVID_23,PROVID_24,PROVID_25,PROVID_26,PROVID_27,PROVID_36,LASTUP_37,HEALTH_47,PROVID_48,PROVID_49,HEALTH_51,PROVID_52,PROVID_53,HEALTH_55,PROVID_56,PROVID_57,HEALTH_59,PROVID_60,PROVID_61,HEALTH_63,PROVID_64,PROVID_65,HEALTH_67,PROVID_68,PROVID_69,HEALTH_71,PROVID_72,PROVID_73,HEALTH_75,PROVID_76,PROVID_77,HEALTH_79,PROVID_80,PROVID_81,HEALTH_83,PROVID_84,PROVID_85,HEALTH_87,PROVID_88,PROVID_89,HEALTH_91,PROVID_92,PROVID_93,HEALTH_95,PROVID_96,PROVID_97,HEALTH_99,PROVID_100,PROVID_101,HEALTH_103,PROVID_104,PROVID_105
45878,11690180,UNCLASSIFIED,HARRIS TEETER - 223,919-968-1293,1800 MARTIN LUTHER KING JUNIOR BOULEVARD, ,CHAPEL HILL,NC,27514,7415,ORANGE,37135, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127898602,-79.058622,35.9683298,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISTEETER.COM,1124114848,2,"HARRIS TEETER, INC.",HARRIS TEETER PHARMACY,5,701 CRESTDALE RD., ,MATTHEWS,NC,28105,US,7048443100,7048446556,10/04/2006,08/17/2009,3336C0003X,07182,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45879,11686085,UNCLASSIFIED,EXTENSIVE PHARMACEUTICAL SERVICES,252-527-1593,306 NORTH QUEEN STREET, ,KINSTON,NC,28501,4932,LENOIR,37107, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102366526,-77.5814161,35.2627043,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.EPSPHARMACY.COM,1013015049,2,EXTENSIVE PHARMACEUTICAL SERVICES,EXTENSIVE PHARMACEUTICAL SERVICES,3,306 N QUEEN ST, ,KINSTON,NC,285014932,US,2525271593,2525271893,09/21/2006,02/12/2010,3336C0003X, , ,3336L0003X,10268,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45880,11681535,UNCLASSIFIED,CVS - 3833,919-929-2181,200 NORTH GREENSBORO STREET, ,CARRBORO,NC,27510,1833,ORANGE,37135, , , , ,2010-08-12T00:00:00.000Z,ALT REF,2010-08-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17095518,-79.0708657,35.9119978,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1174626949,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY #03833,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/05/2009,3336C0003X, , ,333600000X,6565,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45881,11673418,UNCLASSIFIED,LLOYD'S PHARMACY,919-732-1500,118 WEST KING STREET,SUITE A,HILLSBOROUGH,NC,27278,2682,ORANGE,37135, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17081637,-79.100163,36.0755598,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1427069087,2,LLOYDS PHARMACY INC,LLOYDS PHARMACY,3,169 W TRYON ST, ,HILLSBOROUGH,NC,272782551,US, , ,08/10/2006,12/17/2008,333600000X, , ,3336C0003X,04776,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45882,11658126,UNCLASSIFIED,KROGER,919-361-9427,202 WEST NC HIGHWAY 54, ,DURHAM,NC,27713,7563,DURHAM,37063, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23230952,-78.9364413,35.9127518,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KROGER.COM,1356375141,2,KROGER LIMITED PARTNERSHIP I,KROGER PHARMACY,3,3631 PETERS CREEK RD NW, ,ROANOKE,VA,240192809,US,5405633593,5405631436,07/10/2006,06/24/2009,333600000X, , ,332B00000X, , ,3336C0003X,7163,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45883,11700632,UNCLASSIFIED,BEST CARE PHARMACY LONG TERM CARE,919-603-0101,108 EAST INDUSTRY DRIVE,SUITE B,OXFORD,NC,27565,3558,GRANVILLE,37077, , , , ,2010-08-13T00:00:00.000Z,PHONE,2010-08-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102451616,-78.5999822,36.2936269,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://BESTCARERX.COM,1992849400,2,"BEST CARE LTC ACQUISITION COMPANY, LLC",BEST CARE PHARMACY,3,100 E RIVERCENTER BLVD,SUITE 1600,COVINGTON,KY,410111555,US, , ,02/16/2007,11/16/2007,332B00000X, , ,332BP3500X, , ,3336L0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45884,11661340,UNCLASSIFIED,WAL-MART SUPERCENTER - 5118,919-596-6821,10050 GLENWOOD AVENUE, ,RALEIGH,NC,27617,8436,WAKE,37183, , , , ,2010-05-25T00:00:00.000Z,ALT REF,2010-05-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17006339,-78.7777329,35.9122934,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1316964588,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/26/2009,332B00000X, , ,333600000X, , ,3336C0003X,8361,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45885,11658112,UNCLASSIFIED,KROGER,919-403-6985,3420 SOUTHWEST DURHAM DRIVE, ,DURHAM,NC,27707,3351,DURHAM,37063, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127891154,-78.9881897,35.9514531,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KROGER.COM,1285668061,2,KROGER LIMITED PARTNERSHIP I,KROGER PHARMACY,3,3631 PETERS CREEK RD NW, ,ROANOKE,VA,240192809,US,5405633593,5405631436,07/10/2006,01/31/2010,333600000X, , ,332B00000X, , ,3336C0003X,08810,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45886,11642896,UNCLASSIFIED,EAST CAROLINA UNIVERSITY STUDENT HEALTH SERVICES PHARMACY,252-328-6793,1000 EAST 5TH STREET, ,GREENVILLE,NC,27858,2502,PITT,37147, , , , ,2010-08-16T00:00:00.000Z,ALT REF,2010-08-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102556980,-77.367152,35.6066102,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ECU.EDU,1164520094,2,ECU STUDENT HEALTH SVCS PHCY, , ,1001 E 5TH ST, ,GREENVILLE,NC,27858,US, , ,09/21/2006,01/16/2008,3336C0002X,10522,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45887,11649656,UNCLASSIFIED,UNITED PHARMACY SERVICES OF NORTH CAROLINA,919-484-2229,4022 STIRRUP CREEK DRIVE,SUITE 325,DURHAM,NC,27703,8971,DURHAM,37063, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17095004,-78.8435046,35.9164885,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1609823053,2,"UNITED PHARMACY SERVICES OF NORTH CAROLINA, INC.", , ,451 NORTH POND STREET, ,TOCCOA,GA,305771637,US,7068867787,7068869908,05/30/2006,05/27/2008,3336L0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45888,11643646,UNCLASSIFIED,DOWN EAST RESPIRATORY SERVICES INCORPORATED,252-830-2094,700 CROMWELL DRIVE,SUITE B,GREENVILLE,NC,27858,5852,PITT,37147, , , , ,2010-08-16T00:00:00.000Z,PHONE,2010-08-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,116042100,-77.3707051,35.5799943,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DOWNEASTRESPIRATORY.COM,1346379617,2,DOWN EAST RESPIRATORY, , ,700 CROMWELL DRIVE,STE B,GREENVILLE,NC,278585436,US,2528302094,2523557358,03/05/2007,07/08/2007,332800000X,90229,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45889,11661068,UNCLASSIFIED,WAL-MART SUPERCENTER - 1641,252-792-5500,1529 WASHINGTON STREET, ,WILLIAMSTON,NC,27892, ,MARTIN,37117, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102416477,-77.062909,35.8340544,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1225055486,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/26/2009,332B00000X, , ,333600000X, , ,3336C0003X,8025,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45890,11700823,UNCLASSIFIED,BETHEL PHARMACY,252-825-7271,104 WEST RAILROAD STREET, ,BETHEL,NC,27812, ,PITT,37147, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102508749,-77.3735676,35.8085888,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1437294329,2,PWP MEDICAL INC,BETHEL PHARMACY,3,PO BOX 428, ,BETHEL,NC,27812,US, , ,02/20/2007,09/25/2007,333600000X, , ,3336C0003X,08198,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45892,11682028,UNCLASSIFIED,CVS - 7321,919-929-5664,11314 UNITED STATES HIGHWAY 15 501 NORTH, ,CHAPEL HILL,NC,27517, ,CHATHAM,37037, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,711112824,-79.0901538,35.8457542,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1528161155,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY #07321,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/05/2009,3336C0003X, , ,332B00000X, , ,333600000X,6571,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45893,11682014,UNCLASSIFIED,CVS - 7587,252-830-2235,3116 EAST 10TH STREET, ,GREENVILLE,NC,27858,4204,PITT,37147, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102378125,-77.3343128,35.5995496,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1578666913,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 07587,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,03/27/2009,3336C0003X, , ,333600000X,6665,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45894,11674255,UNCLASSIFIED,QUALITY HOME HEALTHCARE,919-775-2001,106 PARK AVENUE, ,SANFORD,NC,27330,4027,LEE,37105, , , , ,2010-08-16T00:00:00.000Z,ALT REF,2010-08-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102605131,-79.1881413,35.4755255,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.QLTYHMS.COM,1528071222,2,HOME CARE PHARMACY INC NC, , ,5037 HALIFAX ROAD,PO BOX 1070 STE N,HALIFAX,VA,245533185,US,4345724274,4345726889,08/14/2006,07/08/2007,332B00000X,05976,NC,333600000X,05976,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45895,11656509,UNCLASSIFIED,KMART,252-756-1993,703 GREENVILLE BOULEVARD SOUTHEAST, ,GREENVILLE,NC,27858,5103,PITT,37147, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125336016,-77.3699793,35.5882636,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KMART.COM,1659302701,2,K MART CORP,KMART PHARMACY7080,3,3333 BEVERLY RD,AC 367 B,HOFFMAN ESTATES,IL,601790001,US,8472864089,8472861603,07/06/2006,06/19/2009,332B00000X, , ,3336C0003X,9077,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45896,11668923,UNCLASSIFIED,WALGREENS - 2453,252-695-6253,3101 EAST 10TH STREET, ,GREENVILLE,NC,27858,4203,PITT,37147, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102934443,-77.3342183,35.6005559,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1831104918,2,WALGREEN CO,WALGREENS #02453,3,1901 E VOORHEES ST,MAILSTOP #720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,06/10/2008,3336C0003X, , ,332B00000X, , ,333600000X,8861,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45897,11697463,UNCLASSIFIED,CASWELL DEVELOPMENTAL CENTER,252-208-4000,2415 WEST VERNON AVENUE,LEE BUILDING,KINSTON,NC,28504,3337,LENOIR,37107, , , , ,2010-09-01T00:00:00.000Z,ALT REF,2010-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125059993,-77.6157874,35.2755783,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CASWELLCENTER.ORG,1730246562,2,CASWELL CENTER,CASWELL CENTER PHARMACY,5,2415 W VERNON AVE, ,KINSTON,NC,285043337,US,2522084265,2522084267,01/02/2007,07/09/2007,3336I0012X,02943,NC,3336L0003X,02943,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45898,11660986,UNCLASSIFIED,WAL-MART SUPERCENTER - 1197,252-985-2753,1511 BENVENUE ROAD, ,ROCKY MOUNT,NC,27804,6383,NASH,37127, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,778461750,-77.8122438,35.9780251,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1669499810,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727160445,US, , ,07/16/2006,11/23/2009,332B00000X, , ,333600000X, , ,3336C0003X,8004,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45900,11680235,UNCLASSIFIED,HARRIS TEETER - 63,252-937-2161,3679 SUNSET AVENUE,WESTRIDGE VILLAGE,ROCKY MOUNT,NC,27804,3411,NASH,37127, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,109840132,-77.852201,35.9626,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISTEETER.COM,1114029311,2,"HARRIS TEETER, INC.",HARRIS TEETER PHARMACY,5,701 CRESTDALE RD, ,MATTHEWS,NC,281051700,US,7048443100,7048446556,09/01/2006,01/18/2008,3336C0003X,09010,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45901,11651474,UNCLASSIFIED,TARGET,252-937-9863,731 SUTTERS CREEK BOULEVARD, ,ROCKY MOUNT,NC,27804,8452,NASH,37127, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102485778,-77.813357,35.9722409,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1366483265,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,06/10/2006,09/15/2008,332B00000X, , ,3336C0003X,09352,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45904,11665879,UNCLASSIFIED,TARGET,252-355-6450,3040 SOUTH EVANS STREET, ,GREENVILLE,NC,27834,3176,PITT,37147, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102936864,-77.3837694,35.5789202,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1609898261,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,07/24/2006,09/15/2008,332B00000X, , ,333600000X, , ,3336C0003X,6138,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45906,11669288,UNCLASSIFIED,WALGREENS - 7548,252-937-4999,2624 SUNSET AVENUE, ,ROCKY MOUNT,NC,27804,3747,NASH,37127, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125436709,-77.8293355,35.9624916,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1487669586,2,WALGREEN CO,WALGREENS #07548,3,1901 E VOORHEES ST,MS #720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,06/10/2008,3336C0003X, , ,332B00000X, , ,333600000X,8323,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45907,11682026,UNCLASSIFIED,CVS - 3973,252-442-1918,420 GOLDROCK ROAD, ,ROCKY MOUNT,NC,27804,8852,NASH,37127, , , , ,2010-09-16T00:00:00.000Z,ALT REF,2010-09-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102388842,-77.8090903,35.9831779,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1134222573,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 03973,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,11/18/2009,3336C0003X, , ,333600000X,6760,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45908,11641866,UNCLASSIFIED,CVS - 2710,919-401-4843,6911 GARRETT ROAD, ,DURHAM,NC,27707,5635,DURHAM,37063, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,135925133,-78.9596926,35.9209646,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1447354113,2,CVS DURHAM INC,CVS PHARMACY,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/12/2006,02/28/2008,3336C0003X, , ,333600000X,7683,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45909,11702966,UNCLASSIFIED,EASTER AREA HEALTH EDUCATION CENTER,252-744-2587,2000 VENTURE TOWER DRIVE, ,GREENVILLE,NC,27834,2871,PITT,37147, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102557890,-77.3974077,35.6083847,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://EAHEC.ECU.EDU,1992922090,2,UHS EMPLOYEE PHARMACY, , ,PO BOX 6028, ,GREENVILLE,NC,278356028,US, , ,04/19/2007,09/12/2007,3336S0011X,07764,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45910,11680268,UNCLASSIFIED,ALMAND'S DRUG STORE,252-443-3138,3621 SUNSET AVENUE,WESTRIDGE VILLAGE SHOPPING CENTER,ROCKY MOUNT,NC,27804,3411,NASH,37127, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,109840132,-77.8502046,35.9624734,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://ALMANDSDRUGSTORE.COM,1851493522,2,ROCKY MOUNT DRUG INC,ALMAND'S DISCOUNT DRUG STORE,3,3621 SUNSET AVE, ,ROCKY MOUNT,NC,278043411,US,2524433138, ,09/02/2006,11/24/2007,332B00000X, , ,332B00000X,2981,NC,332BP3500X, , ,333600000X,2981,NC,3336C0003X,2981,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45912,11708634,UNCLASSIFIED,THOMAS DRUG STORE,910-892-2114,609 EAST CUMBERLAND STREET, ,DUNN,NC,28334,5021,HARNETT,37085, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102416936,-78.6047634,35.3042817,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1386897460,2,"THOMAS DRUG STORE OF DUNN, INC", , ,PO BOX 245, ,DUNN,NC,283350245,US,9108922114,9108922114,11/03/2008,11/03/2008,3336C0003X,4852,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45913,11711346,UNCLASSIFIED,CARROLL PHARMACY,919-934-7164,840 SOUTH BRIGHTLEAF BOULEVARD, ,SMITHFIELD,NC,27577,4377,JOHNSTON,37101, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23204374,-78.3527128,35.4995253,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CARROLLPHARMACY.COM,1053647255,2,CARROLL PHARMACY INC, , ,840 S BRIGHTLEAF BLVD, ,SMITHFIELD,NC,275774377,US,9199347164,9199340921,10/22/2009,10/22/2009,3336C0003X,03326,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45914,11673362,UNCLASSIFIED,TAYLOE'S HOSPITAL PHARMACY,252-946-4113,601 EAST 12TH STREET, ,WASHINGTON,NC,27889,3408,BEAUFORT,37013, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,118912705,-77.0403093,35.5489368,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TAYLOESHOSPITALPHARMACY.COM,1396755401,2,TAYLOE DRUG COMPANY INC,TAYLOES HOSPITAL PHARMACY,3,601 EAST 12TH STREET, ,WASHINGTON,NC,27889,US,2529464113,2529469552,08/09/2006,07/08/2007,333600000X,1809,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
